Scenario,Label,nVmax,nKm,nV
WorkFlow,Omega
WorkFlow,nVmax,0.0976372261495559,0,0
WorkFlow,nKm,0,0.20803561382827,0
WorkFlow,nV,0,0,0.235380085224506
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0
WorkFlow,nKm,0,1,0
WorkFlow,nV,0,0,1
WorkFlow,Shrinkage,0.316869796763454,0.12202668252544,0.155630031189183
