Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,CEps
WorkFlow,1,,,,,,,
WorkFlow,0.126748918629968,1,,,,,,
WorkFlow,0.162177966224316,0.992227744287076,1,,,,,
WorkFlow,-0.0361437196766706,-0.432165282486972,-0.456059488800966,1,,,,
WorkFlow,-0.0580990465086511,-0.492803707407711,-0.527306924943325,0.934048055140635,1,,,
WorkFlow,-0.000493897983664798,0.0248301471653538,0.0138174380239713,-0.513494045045858,-0.205836828860337,1,,
WorkFlow,0.0657924418622377,-0.205723651261693,-0.233701253293669,0.778062606962503,0.868182100254595,0.0392647683200349,1,
WorkFlow,0.00572698716703629,0.00838764278732741,0.00384630245365206,-0.0205722363317016,0.00010859599404384,0.0713749748095184,0.0379549982308806,1
