"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",6509.95116
"WorkFlow",1,"CMultStdev",0.423191
"WorkFlow",1,"tvVmax",6159.39
"WorkFlow",1,"tvKm",2438.38
"WorkFlow",1,"tvV",47.2776
"WorkFlow",1,"tvKa",1.08419
"WorkFlow",1,"K12",1.76433
"WorkFlow",1,"K21",3.30538
"WorkFlow",2,"-2LL",6459.9483
"WorkFlow",2,"CMultStdev",0.433497
"WorkFlow",2,"tvVmax",6515.92
"WorkFlow",2,"tvKm",2219.7
"WorkFlow",2,"tvV",42.0477
"WorkFlow",2,"tvKa",1.12631
"WorkFlow",2,"K12",1.48009
"WorkFlow",2,"K21",3.5302
"WorkFlow",3,"-2LL",6432.22186
"WorkFlow",3,"CMultStdev",0.570214
"WorkFlow",3,"tvVmax",6240.96
"WorkFlow",3,"tvKm",2400.74
"WorkFlow",3,"tvV",45.2954
"WorkFlow",3,"tvKa",1.15313
"WorkFlow",3,"K12",1.668
"WorkFlow",3,"K21",3.36605
"WorkFlow",4,"-2LL",6424.79818
"WorkFlow",4,"CMultStdev",0.539524
"WorkFlow",4,"tvVmax",6389.83
"WorkFlow",4,"tvKm",2300.02
"WorkFlow",4,"tvV",45.2985
"WorkFlow",4,"tvKa",1.1943
"WorkFlow",4,"K12",1.68917
"WorkFlow",4,"K21",3.317
"WorkFlow",5,"-2LL",6419.59226
"WorkFlow",5,"CMultStdev",0.509085
"WorkFlow",5,"tvVmax",6594.03
"WorkFlow",5,"tvKm",2162.32
"WorkFlow",5,"tvV",45.1439
"WorkFlow",5,"tvKa",1.25401
"WorkFlow",5,"K12",1.73249
"WorkFlow",5,"K21",3.23122
"WorkFlow",6,"-2LL",6415.70792
"WorkFlow",6,"CMultStdev",0.502985
"WorkFlow",6,"tvVmax",6733.91
"WorkFlow",6,"tvKm",2060.36
"WorkFlow",6,"tvV",45.0069
"WorkFlow",6,"tvKa",1.28244
"WorkFlow",6,"K12",1.75782
"WorkFlow",6,"K21",3.16847
"WorkFlow",7,"-2LL",6406.21316
"WorkFlow",7,"CMultStdev",0.499938
"WorkFlow",7,"tvVmax",7118.8
"WorkFlow",7,"tvKm",1839.29
"WorkFlow",7,"tvV",44.7561
"WorkFlow",7,"tvKa",1.36273
"WorkFlow",7,"K12",1.84959
"WorkFlow",7,"K21",3.07619
"WorkFlow",8,"-2LL",6394.9044
"WorkFlow",8,"CMultStdev",0.511657
"WorkFlow",8,"tvVmax",7229.53
"WorkFlow",8,"tvKm",1751.27
"WorkFlow",8,"tvV",44.0875
"WorkFlow",8,"tvKa",1.40811
"WorkFlow",8,"K12",1.91764
"WorkFlow",8,"K21",2.92838
"WorkFlow",9,"-2LL",6378.02866
"WorkFlow",9,"CMultStdev",0.537812
"WorkFlow",9,"tvVmax",6749.78
"WorkFlow",9,"tvKm",2013.06
"WorkFlow",9,"tvV",43.4608
"WorkFlow",9,"tvKa",1.36986
"WorkFlow",9,"K12",1.90209
"WorkFlow",9,"K21",2.87175
"WorkFlow",10,"-2LL",6374.26944
"WorkFlow",10,"CMultStdev",0.53629
"WorkFlow",10,"tvVmax",6602.07
"WorkFlow",10,"tvKm",2048
"WorkFlow",10,"tvV",43.0493
"WorkFlow",10,"tvKa",1.26554
"WorkFlow",10,"K12",1.78274
"WorkFlow",10,"K21",3.05468
"WorkFlow",11,"-2LL",6374.18762
"WorkFlow",11,"CMultStdev",0.532418
"WorkFlow",11,"tvVmax",6511.38
"WorkFlow",11,"tvKm",2057.8
"WorkFlow",11,"tvV",42.8374
"WorkFlow",11,"tvKa",1.22761
"WorkFlow",11,"K12",1.77065
"WorkFlow",11,"K21",3.08312
"WorkFlow",12,"-2LL",6372.74918
"WorkFlow",12,"CMultStdev",0.525362
"WorkFlow",12,"tvVmax",6537.44
"WorkFlow",12,"tvKm",2019.86
"WorkFlow",12,"tvV",43.1113
"WorkFlow",12,"tvKa",1.20956
"WorkFlow",12,"K12",1.77795
"WorkFlow",12,"K21",3.10606
"WorkFlow",13,"-2LL",6372.6301
"WorkFlow",13,"CMultStdev",0.524208
"WorkFlow",13,"tvVmax",6493.19
"WorkFlow",13,"tvKm",2011.58
"WorkFlow",13,"tvV",43.1852
"WorkFlow",13,"tvKa",1.19373
"WorkFlow",13,"K12",1.78129
"WorkFlow",13,"K21",3.10902
"WorkFlow",14,"-2LL",6372.5862
"WorkFlow",14,"CMultStdev",0.524726
"WorkFlow",14,"tvVmax",6462.29
"WorkFlow",14,"tvKm",1998.27
"WorkFlow",14,"tvV",43.1671
"WorkFlow",14,"tvKa",1.18537
"WorkFlow",14,"K12",1.78208
"WorkFlow",14,"K21",3.09484
"WorkFlow",15,"-2LL",6372.5182
"WorkFlow",15,"CMultStdev",0.526804
"WorkFlow",15,"tvVmax",6366.41
"WorkFlow",15,"tvKm",1952.17
"WorkFlow",15,"tvV",43.0002
"WorkFlow",15,"tvKa",1.16706
"WorkFlow",15,"K12",1.79468
"WorkFlow",15,"K21",3.03873
"WorkFlow",16,"-2LL",6372.43146
"WorkFlow",16,"CMultStdev",0.527928
"WorkFlow",16,"tvVmax",6277.9
"WorkFlow",16,"tvKm",1921.81
"WorkFlow",16,"tvV",42.7448
"WorkFlow",16,"tvKa",1.15815
"WorkFlow",16,"K12",1.80005
"WorkFlow",16,"K21",2.98193
"WorkFlow",17,"-2LL",6372.38062
"WorkFlow",17,"CMultStdev",0.529069
"WorkFlow",17,"tvVmax",6112.61
"WorkFlow",17,"tvKm",1862.97
"WorkFlow",17,"tvV",42.3659
"WorkFlow",17,"tvKa",1.1389
"WorkFlow",17,"K12",1.80629
"WorkFlow",17,"K21",2.89262
"WorkFlow",18,"-2LL",6372.131
"WorkFlow",18,"CMultStdev",0.528395
"WorkFlow",18,"tvVmax",5976.15
"WorkFlow",18,"tvKm",1811.91
"WorkFlow",18,"tvV",41.9032
"WorkFlow",18,"tvKa",1.13524
"WorkFlow",18,"K12",1.80294
"WorkFlow",18,"K21",2.79684
"WorkFlow",19,"-2LL",6371.93524
"WorkFlow",19,"CMultStdev",0.528743
"WorkFlow",19,"tvVmax",5792.68
"WorkFlow",19,"tvKm",1736.86
"WorkFlow",19,"tvV",41.3804
"WorkFlow",19,"tvKa",1.12563
"WorkFlow",19,"K12",1.80288
