Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,CEps
WorkFlow,0.000679987239535884,,,,,,,
WorkFlow,-0.15914139270821,1576.60322362859,,,,,,
WorkFlow,0.047146158562494,-430.38730903836,126.934854042856,,,,,
WorkFlow,-0.000396625876197834,0.576081699176106,-0.1557380353875,0.000779235557711551,,,,
WorkFlow,-8.77312022522456e-05,-0.0224482099210965,0.0129499922441962,0.000209794703792606,0.00014306265951147,,,
WorkFlow,-0.000336897576077707,0.746183149042967,-0.208616469568835,0.000703005276922786,0.000157678009922313,0.000869353785767198,,
WorkFlow,4.26070298774202e-05,-0.0634444334338376,0.0195309316223625,-5.53283619514097e-05,-1.36383536267525e-05,-6.58715626467601e-05,8.36917621058461e-06,
WorkFlow,-1.39510526260932e-05,0.0452093809335355,-0.0425222268570012,-0.000213870094616301,-9.10840518783747e-05,-0.000314931232863401,-2.74088802704285e-06,0.0143307597132643
