
 WorkFlow
Start 2024-10-19 12:14:48  Run : 9.2 nSubj: 60 nObs : 480
   19 6583.919   0.575067 3849.37 4072.210 51.9625 0.894461 0.6645610 4.066110 0.0765057 0.0494385
   20 6582.479   0.580613 3890.78 4033.040 51.5096 0.920695 0.6583830 4.055590 0.0754434 0.0502578
   21 6578.955   0.582732 4003.19 3930.100 51.0484 0.987522 0.6445930 4.026510 0.0734235 0.0521737
   22 6570.715   0.569993 4283.47 3686.570 50.9112 1.146510 0.6143870 3.955230 0.0694385 0.0566931
   23 6545.670   0.493690 5468.77 2813.280 51.8167 1.771260 0.5038830 3.683820 0.0554566 0.0761529
   24 6533.655   0.490722 5511.64 2795.690 54.0932 1.809990 0.5162100 3.676350 0.0615457 0.0717404
   25 6531.181   0.466552 6002.71 2504.250 56.5564 2.054340 0.4950580 3.575580 0.0625779 0.0746093
   26 6526.619   0.476729 5987.03 2517.400 57.8473 2.058620 0.5147990 3.575940 0.0672604 0.0707382
   27 6524.592   0.484235 6088.61 2460.500 58.7624 2.111480 0.5224650 3.553080 0.0695707 0.0695001
   28 6523.790   0.488843 6189.80 2402.620 59.1681 2.157510 0.5217750 3.532070 0.0699483 0.0697394
   29 6523.159   0.492816 6267.53 2357.330 59.4202 2.189190 0.5186020 3.516770 0.0697249 0.0702988
   30 6521.908   0.501931 6422.23 2267.040 60.1577 2.246370 0.5109000 3.487350 0.0692387 0.0714429
   31 6520.134   0.512580 6497.79 2217.860 61.0317 2.263820 0.5062350 3.473820 0.0689534 0.0719511
   32 6516.003   0.536484 6637.79 2117.210 64.0224 2.273020 0.4945790 3.450490 0.0682051 0.0730339
   33 6512.246   0.551695 6595.45 2108.170 66.7361 2.198810 0.4877110 3.461370 0.0667682 0.0736644
   34 6507.475   0.560722 6437.82 2140.840 70.7580 2.032570 0.4784380 3.494760 0.0635402 0.0750526
   35 6503.253   0.556612 6253.37 2187.050 75.1450 1.836210 0.4703810 3.532410 0.0597280 0.0769288
   36 6500.069   0.541156 6168.16 2205.340 78.0074 1.730220 0.4687420 3.547900 0.0576745 0.0781678
   37 6498.578   0.527182 6218.74 2182.800 78.4177 1.760380 0.4739170 3.534680 0.0583766 0.0779826
   38 6498.553   0.522928 6058.50 2270.540 77.0952 1.684740 0.4807340 3.564630 0.0576429 0.0775071
   39 6498.204   0.527985 6115.05 2242.880 76.9554 1.721320 0.4786170 3.554230 0.0581294 0.0774358
   40 6498.172   0.528063 6133.64 2233.340 76.9240 1.732100 0.4781590 3.550440 0.0582524 0.0774324
   41 6498.170   0.528767 6178.17 2208.100 77.1565 1.752260 0.4768010 3.541500 0.0584704 0.0774773
   42 6498.145   0.529234 6199.30 2194.460 77.3219 1.758690 0.4763480 3.537030 0.0585974 0.0774196
   43 6498.033   0.534688 6292.78 2133.900 77.6444 1.787660 0.4759330 3.517240 0.0595416 0.0766367
   44 6497.716   0.536540 6295.75 2119.540 77.7596 1.766920 0.4757830 3.515540 0.0595745 0.0761498
   45 6496.735   0.536619 6320.57 2069.460 77.9882 1.712650 0.4751250 3.507510 0.0600713 0.0744366
   46 6494.909   0.534630 6337.62 1975.090 77.8320 1.565260 0.4742600 3.496440 0.0610214 0.0703361
   47 6494.060   0.531552 6388.13 1846.280 76.3311 1.400330 0.4721210 3.475910 0.0625116 0.0649790
   48 6493.014   0.530029 6423.89 1819.120 74.7246 1.405810 0.4713480 3.466600 0.0632030 0.0638314
   49 6491.520   0.517031 6424.19 1780.440 67.9194 1.357840 0.4684800 3.457720 0.0646771 0.0597263
   50 6491.390   0.521336 6426.91 1799.260 69.4802 1.393070 0.4684040 3.460310 0.0641077 0.0613036
   51 6491.389   0.521414 6428.09 1797.910 69.4901 1.392180 0.4683940 3.459990 0.0641261 0.0612671
   52 6491.388   0.521434 6428.44 1797.490 69.4916 1.391890 0.4683900 3.459890 0.0641319 0.0612551
   53 6491.376   0.519848 6386.20 1790.330 69.1059 1.391630 0.4688210 3.436570 0.0639583 0.0611165
   54 6491.086   0.515413 6201.16 1771.270 67.9481 1.390930 0.4617550 3.385090 0.0640104 0.0606368
   55 6490.688   0.515602 6143.71 1759.540 67.9867 1.390190 0.4618230 3.356010 0.0639881 0.0604757
   56 6490.052   0.514924 5862.70 1701.860 67.6981 1.386180 0.4577180 3.229780 0.0639875 0.0597695
   57 6489.741   0.513667 5560.20 1629.330 67.0821 1.378430 0.4494440 3.091070 0.0639839 0.0590727
   58 6489.226   0.514306 5358.93 1550.720 66.9684 1.369460 0.4398870 2.976590 0.0640470 0.0587404
   59 6488.565   0.516622 4797.13 1311.590 66.8337 1.343250 0.4108770 2.634210 0.0643425 0.0577575
   60 6488.060   0.520870 4422.19 1069.830 67.5617 1.320430 0.3797720 2.329530 0.0650367 0.0570719
   61 6487.067   0.523271 4470.58  975.606 68.6859 1.325000 0.3668380 2.252410 0.0659923 0.0568102
   62 6485.899   0.522355 4621.27  928.543 69.8242 1.353180 0.3605390 2.231240 0.0675649 0.0559281
   63 6484.985   0.520107 4647.78  857.005 70.7239 1.391060 0.3515150 2.144080 0.0698052 0.0539908
   64 6484.412   0.516603 4499.40  756.386 70.9719 1.432220 0.3373060 1.983600 0.0724966 0.0511449
   65 6484.091   0.514874 4271.40  677.847 70.5012 1.451780 0.3246180 1.842240 0.0741154 0.0491020
   66 6484.070   0.514199 4116.55  621.614 70.2738 1.460510 0.3151730 1.744110 0.0750925 0.0479110
   67 6484.020   0.513391 3973.44  576.090 69.9391 1.467940 0.3068580 1.661600 0.0759467 0.0468053
   68 6484.004   0.513016 3761.12  504.691 69.5996 1.478050 0.2931070 1.535360 0.0773680 0.0450766
   69 6483.906   0.513493 3587.36  452.883 69.2151 1.481910 0.2819970 1.440580 0.0784759 0.0436582
   70 6483.712   0.516231 4000.65  581.187 69.6504 1.462740 0.3078160 1.682110 0.0758385 0.0469779
   71 6483.307   0.525009 3812.22  485.917 68.8443 1.451850 0.2881630 1.550650 0.0779539 0.0446003
   72 6483.175   0.522804 3808.27  492.400 68.8652 1.446470 0.2899690 1.555480 0.0778506 0.0446955
   73 6482.853   0.518266 3777.67  498.559 68.6419 1.415650 0.2931750 1.556350 0.0779905 0.0446303
   74 6482.619   0.516637 3760.94  497.447 68.1897 1.380640 0.2948720 1.555890 0.0785489 0.0443225
   75 6482.437   0.517258 3745.54  487.430 67.5116 1.346420 0.2948450 1.546620 0.0796112 0.0437957
   76 6482.342   0.518671 3749.54  483.878 67.1091 1.337070 0.2950650 1.544000 0.0802603 0.0437083
   77 6482.154   0.521079 3752.46  480.170 66.3043 1.327590 0.2963330 1.536690 0.0815885 0.0439101
   78 6481.902   0.522655 3743.69  479.508 65.3372 1.321480 0.2992240 1.523720 0.0833480 0.0446390
   79 6481.564   0.522310 3692.52  475.305 64.2408 1.318860 0.3029530 1.487140 0.0859820 0.0459780
   80 6481.325   0.519893 3670.64  482.778 64.0110 1.322670 0.3074480 1.472860 0.0874570 0.0474818
   81 6481.210   0.517453 3621.74  471.435 64.3623 1.328400 0.3058610 1.440160 0.0883346 0.0478547
   82 6481.148   0.516491 3625.84  469.885 64.8008 1.326510 0.3057540 1.435020 0.0887371 0.0481025
   83 6481.093   0.516512 3590.19  450.833 65.0633 1.319890 0.3023950 1.398120 0.0899928 0.0478427
   84 6481.028   0.517987 3605.63  443.498 65.3000 1.309950 0.3010550 1.383800 0.0910641 0.0476585
   85 6480.938   0.520320 3589.28  422.646 65.2217 1.297840 0.2966490 1.338470 0.0930564 0.0469963
   86 6480.797   0.523415 3599.23  404.628 64.7863 1.278790 0.2919080 1.288570 0.0957729 0.0461768
   87 6480.657   0.524297 3565.04  376.756 63.9128 1.261850 0.2840210 1.212050 0.0990241 0.0450376
   88 6480.569   0.522378 3590.45  374.233 62.8477 1.246260 0.2809550 1.184500 0.1008840 0.0445470
   89 6480.516   0.519089 3506.78  345.447 62.3635 1.241430 0.2733880 1.118450 0.1028940 0.0436570
   90 6480.492   0.517742 3513.36  352.531 62.6717 1.247860 0.2752710 1.139990 0.1017690 0.0439726
   91 6480.483   0.517292 3517.10  351.101 62.6299 1.244540 0.2747200 1.133360 0.1022170 0.0439235
   92 6480.464   0.515959 3514.07  339.596 62.4152 1.233390 0.2703090 1.093760 0.1041140 0.0434554
   93 6480.437   0.515593 3506.10  332.705 62.3195 1.227530 0.2671810 1.067010 0.1051310 0.0431597
   94 6480.257   0.514823 3425.40  293.521 61.6996 1.194180 0.2476430 0.901352 0.1108560 0.0415578
   95 6479.967   0.515311 3354.25  272.377 61.3335 1.165720 0.2300990 0.765071 0.1143900 0.0406452
   96 6479.706   0.518139 3279.55  276.688 61.2630 1.143930 0.2138130 0.655704 0.1135440 0.0409701
   97 6479.351   0.518549 3221.61  268.895 60.8854 1.128780 0.2051890 0.591786 0.1147410 0.0408528
   98 6479.116   0.518880 3163.91  261.669 60.5105 1.113640 0.1968120 0.531739 0.1158720 0.0407853
   99 6478.857   0.517557 3102.11  258.867 59.7276 1.112970 0.1988110 0.536963 0.1153450 0.0414664
  100 6478.779   0.517907 3081.92  263.473 59.3669 1.111460 0.2005420 0.541146 0.1146380 0.0420757
  101 6478.698   0.518453 3062.14  269.214 59.2343 1.113210 0.2002330 0.537862 0.1131820 0.0426284
  102 6478.606   0.519115 3060.61  282.948 59.3828 1.117580 0.1999550 0.537012 0.1105860 0.0434874
  103 6478.539   0.518747 3062.45  293.464 59.7613 1.123190 0.1965150 0.522752 0.1081720 0.0439485
  104 6478.522   0.517836 3080.47  298.330 60.1796 1.128900 0.1933800 0.515120 0.1066200 0.0438529
  105 6478.472   0.516842 3081.06  301.376 60.4969 1.129740 0.1885820 0.491749 0.1056800 0.0439072
  106 6478.417   0.515935 3089.36  298.858 60.7167 1.131720 0.1847700 0.477693 0.1053840 0.0435861
  107 6478.144   0.510666 3095.96  271.203 62.2904 1.147830 0.1511290 0.352759 0.1021610 0.0406331
  108 6477.821   0.509447 3123.91  266.162 63.3554 1.177440 0.1457370 0.350980 0.0997050 0.0397714
  109 6477.160   0.508899 3089.46  231.691 65.2654 1.221820 0.1205920 0.276321 0.0959390 0.0360359
  110 6476.899   0.509478 3072.97  220.851 66.1791 1.243980 0.1111340 0.249557 0.0938997 0.0345757
  111 6476.537   0.518745 2918.20  178.255 71.0113 1.380230 0.0777130 0.166427 0.0831459 0.0282476
  112 6476.355   0.520714 2945.89  203.736 69.1157 1.340070 0.0972709 0.219453 0.0870194 0.0315661
  113 6476.103   0.518097 3028.83  213.873 69.8416 1.339760 0.0913685 0.198498 0.0854316 0.0317245
  114 6476.019   0.518558 2990.32  199.756 70.8549 1.369150 0.0852902 0.185902 0.0838455 0.0301768
  115 6476.015   0.519038 2989.65  197.322 71.0784 1.376990 0.0843960 0.185256 0.0836369 0.0297717
  116 6476.013   0.519296 2994.87  194.654 71.5741 1.392630 0.0824563 0.183252 0.0828980 0.0291201
  117 6476.013   0.519305 2995.67  194.573 71.6041 1.393620 0.0823671 0.183245 0.0828547 0.0290842
  118 6476.012   0.519286 3016.86  195.924 71.9437 1.408500 0.0812957 0.184637 0.0819616 0.0285530
  119 6476.010   0.519272 3018.02  195.899 71.9715 1.409310 0.0811863 0.184529 0.0819142 0.0285223
  120 6476.010   0.519271 3018.05  195.898 71.9718 1.409320 0.0811864 0.184534 0.0819144 0.0285218
  121 6476.009   0.519186 3017.68  195.858 71.9684 1.409290 0.0811797 0.184478 0.0818948 0.0285128
  122 6476.008   0.518969 3015.22  195.755 71.9647 1.409260 0.0811257 0.184323 0.0818307 0.0284930
  123 6476.008   0.518969 3015.22  195.755 71.9647 1.409260 0.0811257 0.184323 0.0818307 0.0284930
  124 6476.008   0.518969 3015.22  195.755 71.9647 1.409260 0.0811257 0.184323 0.0818307 0.0284930
