Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,CEps
WorkFlow,0.00171156258603794,,,,,,,,,
WorkFlow,-47.6309901572279,169111600.697631,,,,,,,,
WorkFlow,-38.805158523916,128126726.9089,98532378.5023163,,,,,,,
WorkFlow,0.290353487555468,-14959.5433064761,-14128.6675151062,162.319644427892,,,,,,
WorkFlow,0.00133533423119688,-665.731513502527,-546.336408675068,1.97853084514346,0.0656643177802545,,,,,
WorkFlow,-0.000645951599234605,-943.29510879992,-728.656945202151,0.692549301530885,0.0310337689264432,0.0696636104328133,,,,
WorkFlow,-0.000923552312031474,-4910.24642734454,-3938.74469687805,7.5437844863958,0.259821744940091,0.45066406573369,3.04413623796608,,,
WorkFlow,-0.000296334085594202,-131.277862048447,-96.727599752684,-0.178146635314424,-0.00236678377494415,0.00382130325743126,0.0159572522854,0.000831731778882543,,
WorkFlow,-0.000225746459855319,43.8468090247324,35.3276787929698,-0.0935253780708429,-0.000918319270132632,0.00171166968799096,0.00716826816909144,0.000377367294594807,0.000311118679395219,
WorkFlow,-0.0165426572429459,-16782.3879586007,-12584.3780157684,-3.11977468047958,-0.0506198378949463,-0.379525839636814,-2.35971831412828,-0.0289341885935744,-0.0384350621425775,21.2719845273706
