
 WorkFlow
Start 2024-10-22 11:08:11  Run : 7.58333333333333 nSubj: 60 nObs : 480
 Iter     -2LL    GAMMA CMultStdev  tvVmax     tvKm      tvV      tvKa     K12      K21    dVdWT
    1 7406.686 1.457340   0.872327 4172.13 3757.270 56.46370 1.1833500 2.10115 2.856870 1.105620
    2 7333.686 1.357100   0.829311 4291.57 3604.830 57.51170 1.2012600 2.12386 2.815070 1.106750
    3 7255.797 1.257340   0.789552 4417.48 3451.820 58.39370 1.2183500 2.14276 2.779940 1.107880
    4 7163.873 1.157660   0.753240 4548.87 3300.330 59.08020 1.2334800 2.15654 2.753660 1.109210
    5 7056.572 1.058550   0.719810 4683.78 3154.410 59.57390 1.2461100 2.16513 2.737020 1.110450
    6 6973.321 0.960106   0.689085 4821.41 3018.260 59.65840 1.2568200 2.16420 2.737070 1.110170
    7 6905.342 0.938071   0.625561 5208.56 2617.090 56.58830 1.4043200 2.11708 2.730570 1.112450
    8 6859.591 1.050260   0.554064 5591.80 2180.000 51.67080 1.5419000 2.04251 2.758780 1.109770
    9 6820.685 1.303790   0.483767 6115.64 1722.630 45.08360 1.6814300 1.94260 2.797890 1.092890
   10 6802.478 1.426650   0.520228 6295.39 1739.110 44.58750 1.6847600 1.92525 2.817380 1.079400
   11 6799.109 1.461730   0.511683 6354.44 1659.150 44.08630 1.6457500 1.90552 2.865870 1.064750
   12 6791.657 1.520820   0.496838 6367.13 1530.130 43.86960 1.4549200 1.85435 3.041870 1.017170
   13 6788.252 1.561310   0.491060 6279.76 1464.800 44.30410 1.1885000 1.80434 3.261010 0.964307
   14 6785.704 1.559230   0.500844 6281.13 1500.960 44.00710 1.2698900 1.82110 3.185700 0.982157
   15 6784.652 1.571310   0.504342 6223.03 1500.480 43.73290 1.2412200 1.81708 3.196810 0.980121
   16 6783.457 1.591640   0.506902 6099.25 1476.880 43.11590 1.1956600 1.81299 3.217010 0.979844
   17 6782.372 1.609380   0.504741 5922.81 1441.260 42.33410 1.1631900 1.81118 3.223650 0.984687
   18 6781.367 1.623780   0.501688 5707.40 1391.000 41.64450 1.1498600 1.81456 3.216820 0.994978
   19 6780.412 1.633210   0.498428 5516.76 1340.010 41.42600 1.1551900 1.81989 3.207330 1.005820
   20 6778.932 1.645180   0.495546 5253.50 1261.670 41.71710 1.1851800 1.83099 3.191140 1.023000
   21 6777.765 1.665240   0.494767 5015.48 1179.700 42.46210 1.2264900 1.84157 3.180080 1.037790
   22 6777.345 1.680000   0.497430 4947.55 1148.790 42.95890 1.2435500 1.84607 3.181110 1.039870
   23 6777.154 1.696190   0.499220 4904.52 1130.380 43.15730 1.2454800 1.84645 3.186010 1.037580
   24 6777.053 1.708530   0.500816 4855.77 1116.220 43.16080 1.2389500 1.84592 3.187730 1.034410
   25 6776.930 1.721500   0.501655 4769.68 1097.530 43.10310 1.2324600 1.84679 3.184460 1.030140
   26 6776.574 1.760840   0.503631 4461.16 1025.590 42.87320 1.2179800 1.85084 3.162260 1.018350
   27 6775.644 1.857590   0.505676 3690.10  844.217 42.39170 1.1978200 1.86524 3.092630 0.990371
   28 6775.305 1.894670   0.505771 3417.55  781.308 42.26000 1.1961800 1.87137 3.062050 0.979062
   29 6774.775 1.940630   0.504954 3084.01  708.922 42.14130 1.2014200 1.88075 3.012740 0.961092
   30 6773.545 2.021070   0.501330 2564.54  596.413 42.07290 1.2327600 1.89855 2.895340 0.916891
   31 6771.671 2.037930   0.496264 2440.22  573.284 42.28210 1.2859100 1.90947 2.786540 0.876173
   32 6770.868 2.076060   0.496346 2392.48  535.013 42.39640 1.3049200 1.90907 2.748940 0.854682
   33 6770.722 2.062100   0.500054 2478.94  545.902 42.71940 1.3102200 1.90925 2.751840 0.862661
   34 6770.674 2.076730   0.500539 2396.70  527.599 42.78330 1.3127100 1.91258 2.732770 0.861940
   35 6770.591 2.085030   0.499339 2377.53  524.317 42.67990 1.3061300 1.91201 2.732510 0.872802
   36 6770.394 2.112440   0.497545 2338.64  514.918 42.38930 1.2895400 1.90985 2.712290 0.909035
   37 6770.279 2.133020   0.497976 2328.18  510.638 42.15430 1.2764600 1.90935 2.686010 0.940982
   38 6770.255 2.141680   0.499207 2326.74  507.389 42.08950 1.2753300 1.91066 2.670110 0.947861
   39 6770.251 2.147500   0.499611 2320.30  505.036 42.02060 1.2755800 1.91209 2.654940 0.946657
   40 6770.235 2.151280   0.500296 2329.62  505.790 41.93400 1.2735700 1.91341 2.642300 0.946801
   41 6770.214 2.170010   0.501319 2317.17  499.741 41.67400 1.2677200 1.91766 2.599300 0.944049
   42 6770.196 2.198630   0.501354 2288.19  490.509 41.23440 1.2557700 1.92379 2.537270 0.938056
   43 6770.196 2.205460   0.501338 2280.85  488.394 41.11600 1.2520500 1.92511 2.522030 0.936433
   44 6770.193 2.218120   0.500288 2263.36  484.656 40.82470 1.2426500 1.92706 2.489060 0.928158
   45 6770.193 2.218490   0.500281 2262.61  484.482 40.81800 1.2424500 1.92714 2.488100 0.928076
   46 6770.193 2.218540   0.500280 2262.52  484.459 40.81710 1.2424200 1.92715 2.487970 0.928064
   47 6770.186 2.213300   0.500157 2262.14  484.194 40.77350 1.2420200 1.92642 2.487010 0.928126
   48 6770.177 2.208640   0.499920 2260.99  484.361 40.79600 1.2409900 1.92737 2.483590 0.928300
   49 6770.170 2.199640   0.500003 2257.85  485.052 40.78700 1.2393200 1.92878 2.475890 0.928774
   50 6770.167 2.192530   0.500104 2254.24  486.003 40.73750 1.2380200 1.92943 2.467110 0.929164
   51 6770.161 2.190600   0.500335 2252.86  486.973 40.67340 1.2377600 1.93000 2.459920 0.929458
   52 6770.158 2.185890   0.500476 2251.79  488.580 40.55270 1.2367700 1.93109 2.445540 0.930015
   53 6770.151 2.185980   0.500372 2255.18  489.585 40.44590 1.2359100 1.93166 2.435420 0.930392
   54 6770.132 2.185990   0.500023 2265.46  491.152 40.23280 1.2328500 1.93299 2.413950 0.931203
   55 6770.107 2.177630   0.498879 2300.52  498.102 39.40410 1.2187200 1.93899 2.324930 0.934606
   56 6770.089 2.171010   0.498735 2314.67  500.801 39.08670 1.2098700 1.94185 2.288490 0.935929
   57 6770.060 2.149210   0.498510 2355.87  509.387 38.12060 1.1821500 1.95050 2.179740 0.940087
   58 6770.055 2.111970   0.498705 2418.65  522.690 36.62320 1.1309200 1.96264 2.015320 0.945899
   59 6770.024 2.095910   0.499351 2446.05  528.787 35.89080 1.1004700 1.96580 1.944010 0.947671
   60 6769.896 2.087610   0.501194 2461.84  534.048 35.16080 1.0573100 1.96251 1.891300 0.946825
   61 6769.817 2.062390   0.502080 2528.78  554.040 32.99630 0.9775080 1.96834 1.697250 0.951016
   62 6769.775 2.045280   0.502056 2575.24  568.710 31.41140 0.9249900 1.97101 1.565360 0.953915
   63 6769.709 2.026400   0.501497 2628.67  586.592 29.47770 0.8640380 1.97158 1.416360 0.956995
   64 6769.542 2.005600   0.499027 2698.41  614.465 26.40160 0.7749270 1.96409 1.211600 0.959776
