
 WorkFlow
Start 2024-10-22 11:08:11  Run : 7.58333333333333 nSubj: 60 nObs : 480
   65 6769.538 1.987730   0.498124 2745.39  630.193 24.81170 0.7240950 1.96301 1.099780 0.962120
   66 6769.213 1.959310   0.496195 2809.86  651.497 22.42760 0.6434790 1.95438 0.956289 0.963635
   67 6769.065 1.940100   0.494898 2856.14  666.512 20.85930 0.5917700 1.94902 0.862299 0.964944
   68 6768.862 1.920700   0.493284 2903.03  681.321 19.30170 0.5426910 1.94251 0.773993 0.966059
   69 6768.639 1.903540   0.491690 2945.64  694.235 17.93370 0.5007180 1.93576 0.700154 0.966955
   70 6768.404 1.891430   0.490416 2976.10  702.810 16.98780 0.4725910 1.93048 0.651734 0.967485
   71 6768.075 1.874580   0.488408 3024.86  716.413 15.49600 0.4279860 1.92088 0.578076 0.968003
   72 6767.240 1.841720   0.484242 3109.56  735.608 13.19690 0.3638080 1.90532 0.472906 0.969310
   73 6766.517 1.824820   0.481393 3186.22  750.048 11.31000 0.3081710 1.88891 0.394582 0.969338
   74 6764.791 1.790780   0.473976 3333.62  767.326  8.21132 0.2270910 1.85867 0.281245 0.969657
   75 6764.763 1.785490   0.472084 3390.21  776.387  7.11897 0.1948250 1.84575 0.238975 0.969372
   76 6763.776 1.797070   0.471624 3435.33  778.642  6.28354 0.1697880 1.83291 0.214097 0.968146
   77 6761.813 1.816580   0.471304 3478.58  780.473  5.40778 0.1481860 1.81893 0.187038 0.967283
   78 6760.039 2.056400   0.486807 3594.89  750.714  2.93805 0.0821678 1.75454 0.141890 0.959021
   79 6758.038 2.070210   0.489628 3553.31  745.076  3.32389 0.0962803 1.75867 0.159935 0.959314
   80 6757.042 1.979170   0.484113 3552.22  768.693  3.14683 0.0969883 1.76243 0.127735 0.969054
   81 6754.311 1.999120   0.488215 3530.91  761.024  3.43073 0.0991516 1.76456 0.146978 0.969534
   82 6754.253 2.001740   0.489094 3523.24  761.155  3.37721 0.0983249 1.76280 0.144608 0.973803
   83 6754.152 2.001500   0.490819 3498.90  761.385  3.33262 0.0974445 1.76022 0.142022 0.986881
   84 6754.002 2.002530   0.492651 3463.42  760.337  3.30303 0.0966592 1.75710 0.140643 1.008930
   85 6753.711 2.002140   0.494326 3401.91  757.107  3.28837 0.0959494 1.75243 0.139903 1.055680
   86 6753.421 2.002410   0.493952 3349.32  751.609  3.27534 0.0952641 1.74785 0.139729 1.111840
   87 6753.239 2.005300   0.491298 3321.85  744.012  3.22339 0.0938201 1.74247 0.138499 1.167410
   88 6753.171 2.008730   0.488780 3335.80  738.985  3.18261 0.0929150 1.73928 0.137218 1.186520
   89 6753.171 2.012190   0.487983 3355.28  736.093  3.15624 0.0923842 1.73623 0.135987 1.187910
   90 6753.166 2.014870   0.488417 3361.93  734.287  3.15190 0.0922594 1.73288 0.135427 1.187890
   91 6753.154 2.019600   0.489524 3363.12  730.937  3.15504 0.0921673 1.72557 0.134813 1.190610
   92 6753.127 2.024330   0.490571 3356.09  727.464  3.17152 0.0922832 1.71687 0.134690 1.194630
   93 6753.067 2.028940   0.491428 3342.52  723.968  3.20751 0.0927283 1.70609 0.135134 1.195850
   94 6752.990 2.032630   0.491589 3323.86  720.677  3.25498 0.0933631 1.69368 0.135840 1.193350
   95 6752.955 2.036250   0.490901 3302.77  717.148  3.27503 0.0934047 1.68079 0.135752 1.191510
   96 6752.951 2.041940   0.488925 3249.79  707.970  3.29139 0.0928413 1.64911 0.133973 1.189620
   97 6752.757 2.017980   0.491873 3306.96  721.041  3.58057 0.1005360 1.68341 0.142434 1.160540
   98 6752.750 2.017730   0.491777 3307.69  721.374  3.72736 0.1040900 1.68573 0.146997 1.149680
   99 6752.750 2.017730   0.491777 3307.69  721.374  3.72736 0.1040900 1.68573 0.146997 1.149680
  100 6752.737 2.017810   0.491747 3307.57  721.381  3.72735 0.1039150 1.68576 0.146999 1.149680
  101 6752.737 2.017820   0.491743 3307.55  721.381  3.72733 0.1039070 1.68575 0.147000 1.149680
  102 6752.737 2.017820   0.491742 3307.54  721.381  3.72732 0.1039030 1.68575 0.147000 1.149680
