iteration,model number,run directory,ref run,status,fitness,model,ofv,success,covariance,correlation,ntheta,nomega,nsigm,condition num,r penalty,python penalty,translation messages,runtime errors
0,02,C:/git/adpoBenchmark/NONMEM/run\0\02,,Done,99999999.000000,0100,99999999,False,False,False,4,2,2,99999999,0,0,,
0,04,C:/git/adpoBenchmark/NONMEM/run\0\04,,Done,99999999.000000,0300,99999999,False,False,False,4,4,2,99999999,0,0,,
0,01,C:/git/adpoBenchmark/NONMEM/run\0\01,,Done,99999999.000000,0000,99999999,False,False,False,4,1,2,99999999,0,0,,
0,03,C:/git/adpoBenchmark/NONMEM/run\0\03,,Done,99999999.000000,0200,99999999,False,False,False,4,3,2,99999999,0,0,,
0,05,C:/git/adpoBenchmark/NONMEM/run\0\05,,Done,99999999.000000,0400,99999999,False,False,False,4,3,2,99999999,0,0,,
0,06,C:/git/adpoBenchmark/NONMEM/run\0\06,,Done,99999999.000000,0500,99999999,False,False,False,4,6,2,99999999,0,0,,
0,07,C:/git/adpoBenchmark/NONMEM/run\0\07,,Done,99999999.000000,1000,99999999,False,False,False,6,1,2,99999999,0,0,,
0,08,C:/git/adpoBenchmark/NONMEM/run\0\08,,Done,99999999.000000,1100,99999999,False,False,False,6,2,2,99999999,0,0,,
0,09,C:/git/adpoBenchmark/NONMEM/run\0\09,,Done,99999999.000000,1200,99999999,False,False,False,6,3,2,99999999,0,0,,
0,10,C:/git/adpoBenchmark/NONMEM/run\0\10,,Done,99999999.000000,1300,99999999,False,False,False,6,4,2,99999999,0,0,,
0,11,C:/git/adpoBenchmark/NONMEM/run\0\11,,Done,99999999.000000,1400,99999999,False,False,False,6,3,2,99999999,0,0,,
0,12,C:/git/adpoBenchmark/NONMEM/run\0\12,,Done,99999999.000000,1500,99999999,False,False,False,6,6,2,99999999,0,0,,
0,13,C:/git/adpoBenchmark/NONMEM/run\0\13,,Done,99999999.000000,2000,99999999,False,False,False,8,1,2,99999999,0,0,,
0,14,C:/git/adpoBenchmark/NONMEM/run\0\14,,Done,99999999.000000,2100,99999999,False,False,False,8,2,2,99999999,0,0,,
0,15,C:/git/adpoBenchmark/NONMEM/run\0\15,,Done,99999999.000000,2200,99999999,False,False,False,8,3,2,99999999,0,0,,
