
 WorkFlow
Start 2024-10-22 11:23:13  Run : 19.4333333333333 nSubj: 60 nObs : 480
   29 6872.254 1.54896   0.524040 2712.41  713.658 79.2456 1.470060 0.0074826 0.581987 1.023280
   30 6871.523 1.56412   0.525736 2804.40  734.306 80.2668 1.515780 0.0126009 0.675022 0.997741
   31 6870.870 1.58039   0.525524 2938.81  752.674 74.7973 1.466620 0.0570132 0.765977 1.014840
   32 6870.305 1.60861   0.523596 2735.65  693.992 75.2511 1.493270 0.0344740 0.655848 0.962115
   33 6870.071 1.61952   0.521540 2618.30  674.143 74.8756 1.499090 0.0380580 0.627034 0.947605
   34 6869.694 1.65504   0.521637 2498.98  631.921 72.9748 1.482120 0.0578396 0.563888 1.020400
   35 6869.573 1.67605   0.522125 2423.50  603.317 72.1336 1.471360 0.0687573 0.524864 1.037990
   36 6869.221 1.71443   0.524995 2285.40  551.803 72.8281 1.453080 0.0580419 0.410467 1.144990
   37 6869.128 1.73385   0.526313 2220.92  528.647 73.1136 1.442490 0.0528647 0.355119 1.176660
   38 6869.087 1.74037   0.526855 2190.46  520.820 73.0122 1.430160 0.0531022 0.329617 1.198910
   39 6868.601 1.73289   0.529259 2206.27  532.116 74.0977 1.394100 0.0447352 0.305578 1.152670
   40 6868.276 1.71424   0.528708 2291.16  560.201 72.7420 1.305910 0.0654503 0.332411 1.029760
   41 6867.880 1.72269   0.524736 2290.05  553.744 71.3133 1.252380 0.0649654 0.316636 0.946624
   42 6867.472 1.72609   0.522489 2202.67  532.748 69.6816 1.245440 0.0760509 0.328679 0.926607
   43 6866.899 1.73701   0.516849 2013.17  485.265 64.7891 1.183000 0.1050920 0.320513 0.841484
   44 6866.587 1.74225   0.515717 1896.81  455.830 60.5657 1.107680 0.1267090 0.281683 0.801761
   45 6865.865 1.72279   0.516584 1912.08  464.937 57.2718 1.017070 0.1490190 0.295649 0.733101
   46 6865.287 1.71238   0.521007 2037.83  489.872 54.1131 0.919874 0.1614290 0.273898 0.724682
   47 6864.961 1.71992   0.519935 2023.70  484.612 52.2884 0.888483 0.1790490 0.283435 0.724283
   48 6864.164 1.75295   0.518087 1960.18  461.488 46.7510 0.794235 0.2347510 0.293765 0.721468
   49 6863.502 1.80405   0.515671 1854.59  425.525 41.1598 0.703835 0.2930960 0.286182 0.748286
   50 6862.991 1.91753   0.514435 1756.62  384.164 35.9776 0.649554 0.3473380 0.265780 0.963069
   51 6862.386 1.94218   0.514151 1742.53  377.814 34.1426 0.611046 0.3815820 0.269661 0.991421
   52 6861.342 1.99486   0.513862 1756.97  374.987 29.7041 0.516805 0.4724100 0.278810 1.068720
   53 6860.623 2.00087   0.515032 1749.22  379.258 29.2115 0.463561 0.4950990 0.259233 1.008260
   54 6858.806 2.01098   0.517454 1759.45  383.137 30.1445 0.501261 0.4951310 0.278742 0.886245
   55 6857.746 2.09699   0.516160 1718.85  363.901 26.0837 0.442552 0.5846980 0.276490 0.817576
   56 6855.687 2.22003   0.512471 1699.46  348.244 24.2823 0.421666 0.6221920 0.259673 0.761563
   57 6852.735 2.44886   0.506906 1701.54  330.384 20.0481 0.358851 0.7181050 0.229432 0.666090
   58 6851.784 2.60453   0.504607 1689.52  315.489 17.2816 0.314029 0.8095690 0.219291 0.666972
   59 6850.870 2.74492   0.507720 1717.12  311.801 15.5437 0.275695 0.8841330 0.209325 0.762215
   60 6850.426 2.76570   0.508914 1666.16  303.296 15.2811 0.273880 0.8966070 0.206459 0.877953
   61 6850.332 2.77194   0.509190 1675.20  305.978 15.4905 0.280132 0.8883080 0.207316 0.903870
   62 6850.181 2.79511   0.509465 1702.80  312.238 15.9039 0.293086 0.8945350 0.219719 0.925888
   63 6850.073 2.83661   0.509247 1700.34  311.042 16.1287 0.297240 0.9109540 0.226374 0.959315
   64 6850.021 2.85222   0.508643 1686.63  306.902 16.3173 0.298897 0.9150090 0.227772 0.936380
   65 6849.994 2.86335   0.508524 1685.48  305.864 16.3935 0.301724 0.9147700 0.229642 0.944722
   66 6849.911 2.90060   0.508030 1693.70  305.444 17.3156 0.323058 0.8990320 0.242884 0.961966
   67 6849.910 2.89923   0.508095 1692.43  305.308 17.2367 0.321163 0.9004760 0.241735 0.960507
   68 6849.910 2.89841   0.508100 1692.32  305.328 17.2237 0.320835 0.9005270 0.241499 0.960110
   69 6849.910 2.89809   0.508102 1692.28  305.333 17.2181 0.320701 0.9005550 0.241402 0.959921
   70 6849.910 2.89791   0.508103 1692.27  305.337 17.2153 0.320631 0.9005610 0.241351 0.959835
   71 6849.885 2.89644   0.507986 1691.00  305.274 17.2213 0.317553 0.8998930 0.241463 0.959707
   72 6849.883 2.89592   0.508076 1690.91  305.285 17.2263 0.317412 0.8996990 0.241452 0.959720
   73 6849.869 2.88704   0.509849 1689.78  305.545 17.3258 0.316230 0.8959520 0.241151 0.960014
   74 6849.857 2.88382   0.510178 1689.63  305.617 17.3529 0.316965 0.8947570 0.241027 0.960234
   75 6849.832 2.87311   0.510528 1688.86  305.750 17.4304 0.319601 0.8903990 0.240564 0.960330
   76 6849.828 2.87260   0.510112 1688.98  305.753 17.4355 0.319890 0.8896870 0.240554 0.960312
   77 6849.813 2.86513   0.507267 1689.68  305.873 17.5116 0.322312 0.8825400 0.240364 0.960319
   78 6849.810 2.86215   0.506460 1689.49  305.910 17.5480 0.322007 0.8790050 0.240274 0.960069
   79 6849.806 2.86450   0.507412 1689.32  305.920 17.5407 0.320751 0.8797600 0.240337 0.959941
   80 6849.803 2.86552   0.507859 1689.35  305.927 17.5400 0.320815 0.8796960 0.240311 0.959919
   81 6849.797 2.86612   0.508449 1689.45  305.963 17.5638 0.321488 0.8770410 0.240101 0.959569
   82 6849.790 2.86638   0.509175 1689.84  306.085 17.6482 0.322944 0.8687790 0.239539 0.958842
   83 6849.786 2.86741   0.509150 1690.23  306.161 17.6993 0.323236 0.8645640 0.239272 0.958563
   84 6849.784 2.87590   0.508712 1692.85  306.610 17.9669 0.324683 0.8445850 0.238019 0.957108
   85 6849.776 2.87330   0.508344 1691.70  306.376 17.8372 0.323704 0.8553960 0.238683 0.957945
   86 6849.776 2.87327   0.508337 1691.64  306.364 17.8309 0.323641 0.8559250 0.238714 0.957984
   87 6849.775 2.87448   0.508103 1691.53  306.332 17.8408 0.323793 0.8557180 0.238651 0.957935
   88 6849.773 2.88601   0.507187 1690.96  306.151 17.9188 0.324425 0.8537230 0.238225 0.957523
   89 6849.770 2.88465   0.507751 1690.54  306.152 17.9060 0.324361 0.8536590 0.238291 0.957481
   90 6849.768 2.88629   0.508451 1689.12  306.049 17.9057 0.324380 0.8529430 0.238299 0.957246
   91 6849.768 2.88879   0.508226 1688.99  305.942 17.9270 0.324861 0.8522690 0.238253 0.957077
   92 6849.763 2.89636   0.508005 1687.54  305.458 17.9873 0.326207 0.8497520 0.238316 0.956443
   93 6849.754 2.91442   0.507649 1683.72  304.180 18.1343 0.328946 0.8434110 0.238690 0.954846
   94 6849.741 2.94146   0.507264 1677.67  302.018 18.3668 0.332789 0.8333650 0.239573 0.952252
   95 6849.726 2.96888   0.507023 1671.27  299.412 18.6326 0.336699 0.8222080 0.240883 0.949205
   96 6849.717 2.98184   0.507092 1667.97  297.566 18.8086 0.338936 0.8154280 0.241995 0.947055
   97 6849.709 2.98093   0.507408 1667.70  296.524 18.8983 0.339817 0.8129150 0.242774 0.945754
   98 6849.701 2.97230   0.507890 1669.05  295.886 18.9542 0.340335 0.8125370 0.243313 0.944702
   99 6849.696 2.96330   0.508303 1670.58  295.586 18.9989 0.340948 0.8127400 0.243538 0.943782
  100 6849.693 2.96066   0.508565 1670.65  295.236 19.0741 0.342214 0.8112920 0.243675 0.942563
  101 6849.690 2.96176   0.508705 1669.80  294.984 19.1654 0.343740 0.8087520 0.243759 0.941147
  102 6849.685 2.96455   0.508775 1668.23  294.812 19.2872 0.345676 0.8047900 0.243933 0.939187
  103 6849.677 2.96946   0.508805 1664.91  294.595 19.5516 0.349688 0.7957080 0.244557 0.934743
  104 6849.664 2.97014   0.508737 1661.27  294.771 19.9309 0.355271 0.7825320 0.245762 0.927834
  105 6849.650 2.96085   0.508400 1659.87  295.911 20.2993 0.360506 0.7695300 0.247302 0.920129
  106 6849.639 2.94474   0.507983 1661.79  297.450 20.5299 0.363729 0.7611330 0.248774 0.914058
  107 6849.631 2.93421   0.507719 1665.47  298.399 20.5159 0.363517 0.7611350 0.249351 0.912597
  108 6849.621 2.92493   0.507422 1670.97  299.266 20.5302 0.363861 0.7602110 0.250378 0.909674
  109 6849.608 2.91706   0.507300 1678.54  300.456 20.4361 0.362800 0.7633100 0.250998 0.907610
  110 6849.590 2.91464   0.507394 1686.78  301.513 20.5259 0.364630 0.7613070 0.252540 0.900607
  111 6849.565 2.91404   0.507913 1697.69  303.101 20.9328 0.371537 0.7514570 0.255979 0.883787
  112 6849.549 2.91620   0.508414 1701.31  303.934 21.3987 0.379023 0.7406710 0.258973 0.869160
  113 6849.532 2.91714   0.508918 1701.63  304.664 22.0147 0.388887 0.7277380 0.262940 0.851529
  114 6849.519 2.91393   0.509044 1699.46  305.105 22.3626 0.394701 0.7227760 0.265756 0.841121
  115 6849.501 2.90385   0.508846 1696.17  305.790 22.5915 0.399160 0.7238470 0.269153 0.831646
  116 6849.488 2.88933   0.508438 1695.93  306.757 22.5120 0.398856 0.7318790 0.271200 0.828604
  117 6849.481 2.87609   0.508087 1698.94  307.861 22.2852 0.395790 0.7405870 0.271609 0.830160
  118 6849.479 2.87174   0.507981 1701.71  308.360 22.2264 0.394889 0.7424110 0.271788 0.830259
  119 6849.478 2.86795   0.507954 1704.97  308.935 22.2678 0.395477 0.7411980 0.272385 0.828344
  120 6849.477 2.86086   0.507919 1709.56  309.998 22.2866 0.395748 0.7409320 0.272969 0.826644
  121 6849.473 2.85061   0.507874 1715.70  311.575 22.4036 0.397533 0.7380840 0.274183 0.823262
  122 6849.466 2.82638   0.507767 1728.82  315.241 22.7939 0.403595 0.7290030 0.277743 0.814708
  123 6849.455 2.81686   0.507709 1734.55  316.876 23.1735 0.409218 0.7178980 0.279782 0.812472
  124 6849.410 2.79044   0.507580 1745.15  320.564 24.8657 0.434040 0.6677600 0.286702 0.813093
  125 6849.378 2.78245   0.507625 1741.02  320.500 26.1304 0.452405 0.6298500 0.289253 0.827387
  126 6849.361 2.78729   0.507741 1728.11  318.068 26.6035 0.459433 0.6133950 0.287354 0.848356
  127 6849.360 2.78611   0.507667 1724.70  317.492 26.6723 0.460752 0.6113360 0.286965 0.852264
  128 6849.360 2.78505   0.507544 1723.65  317.355 26.8059 0.463056 0.6080300 0.287385 0.852766
  129 6849.359 2.78058   0.507165 1722.87  317.446 27.3882 0.472902 0.5943490 0.289794 0.850928
  130 6849.357 2.78236   0.507048 1723.02  317.370 27.6549 0.477522 0.5878200 0.290659 0.850469
  131 6849.352 2.78009   0.506812 1728.58  318.468 28.7067 0.495098 0.5637140 0.294869 0.846727
  132 6849.346 2.76767   0.506478 1740.94  321.536 31.8733 0.545666 0.4946120 0.305877 0.845743
  133 6849.333 2.75906   0.506699 1751.54  324.138 34.0748 0.581330 0.4534780 0.313028 0.849655
  134 6849.298 2.74064   0.507658 1770.80  329.460 38.4988 0.653740 0.3819540 0.325349 0.871666
  135 6849.275 2.73789   0.508374 1772.52  330.508 40.6342 0.689673 0.3494320 0.327491 0.905626
  136 6849.272 2.73547   0.508400 1773.16  330.873 41.4035 0.702088 0.3380890 0.329039 0.911988
  137 6849.264 2.72554   0.508263 1764.69  330.323 43.7328 0.743701 0.3054590 0.330160 0.963013
  138 6849.255 2.73456   0.507940 1760.58  328.837 42.2769 0.720568 0.3243820 0.327321 0.949536
  139 6849.252 2.73695   0.507768 1762.01  328.911 42.3486 0.722180 0.3233620 0.328476 0.943863
  140 6849.250 2.73736   0.507583 1762.82  328.980 42.6868 0.729430 0.3187320 0.329988 0.943816
  141 6849.249 2.73308   0.507340 1766.78  330.001 43.8471 0.752571 0.3035700 0.333882 0.949896
  142 6849.246 2.73367   0.507334 1767.14  330.066 43.7613 0.752090 0.3045400 0.333708 0.948924
  143 6849.237 2.73774   0.507471 1767.68  330.150 43.8915 0.756921 0.3015520 0.332536 0.953471
  144 6849.225 2.73923   0.507633 1770.02  330.616 44.4346 0.767678 0.2942760 0.332562 0.954447
  145 6849.191 2.74996   0.508141 1773.32  331.001 46.9069 0.812238 0.2620650 0.332467 0.966899
  146 6849.183 2.75518   0.508328 1774.85  331.117 48.6942 0.843611 0.2416580 0.333870 0.974344
  147 6849.176 2.76234   0.508438 1769.41  329.417 48.4268 0.836379 0.2451780 0.331420 0.967772
  148 6849.175 2.76553   0.508442 1767.26  328.805 48.3237 0.833222 0.2462870 0.331035 0.965524
  149 6849.174 2.76658   0.508379 1765.57  328.382 48.0303 0.826513 0.2496740 0.330850 0.961653
  150 6849.174 2.76658   0.508379 1765.57  328.382 48.0303 0.826513 0.2496740 0.330850 0.961653
  151 6849.173 2.76642   0.507792 1764.54  328.285 48.0101 0.824083 0.2495110 0.330778 0.960768
  152 6849.167 2.76969   0.507903 1764.92  328.304 47.9529 0.823387 0.2494940 0.330416 0.958969
  153 6849.154 2.79548   0.508805 1768.65  328.672 47.6466 0.818578 0.2500110 0.327438 0.943533
  154 6849.154 2.79573   0.508790 1768.56  328.662 47.6428 0.818457 0.2500290 0.327383 0.943233
  155 6849.153 2.79581   0.508781 1768.51  328.655 47.6408 0.818413 0.2500340 0.327356 0.943113
  156 6849.139 2.78156   0.508166 1765.25  328.035 47.7471 0.822311 0.2499200 0.328577 0.947619
  157 6849.132 2.77735   0.508320 1761.76  327.526 47.7960 0.822087 0.2500660 0.328653 0.945624
  158 6849.128 2.77534   0.508098 1758.57  326.736 47.8633 0.822975 0.2503390 0.328626 0.941791
  159 6849.126 2.77661   0.508543 1757.28  326.383 47.9047 0.823343 0.2504070 0.328982 0.940079
