Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,nVmax,0.0588105506658005,0,0,0
WorkFlow,nKm,0,0.0333203048075116,0,0
WorkFlow,nV,0,0,0.0957610969508375,0
WorkFlow,nKa,0,0,0,0.180959486070683
