Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,,
WorkFlow,0.0836499444962522,1,,,,,
WorkFlow,-0.380786974385103,-0.105908702741841,1,,,,
WorkFlow,-0.745117203505379,-0.270220487011242,0.653473072131499,1,,,
WorkFlow,0.194571729846265,0.436121201846451,-0.121903703237026,-0.289206055590328,1,,
WorkFlow,0.0796510743049597,0.0995863956196708,-0.618933803865947,-0.350380679375375,0.06650969243877,1,
WorkFlow,0.268598608277856,-0.0880794752499943,-0.245427254142611,-0.254997235445541,0.013356526083406,0.0468786433672075,1
