"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7291.62914
"WorkFlow",1,"GAMMA",1.49339
"WorkFlow",1,"CMultStdev",0.954054
"WorkFlow",1,"tvVmax",4110.84
"WorkFlow",1,"tvKm",3844.64
"WorkFlow",1,"tvV",49.9484
"WorkFlow",1,"tvKa",1.18706
"WorkFlow",2,"-2LL",7232.79328
"WorkFlow",2,"GAMMA",1.43571
"WorkFlow",2,"CMultStdev",0.895329
"WorkFlow",2,"tvVmax",4240.21
"WorkFlow",2,"tvKm",3721.5
"WorkFlow",2,"tvV",50.1508
"WorkFlow",2,"tvKa",1.17706
"WorkFlow",3,"-2LL",7042.92434
"WorkFlow",3,"GAMMA",1.30386
"WorkFlow",3,"CMultStdev",0.588759
"WorkFlow",3,"tvVmax",4964.08
"WorkFlow",3,"tvKm",3104.47
"WorkFlow",3,"tvV",50.6719
"WorkFlow",3,"tvKa",1.13396
"WorkFlow",4,"-2LL",7006.60932
"WorkFlow",4,"GAMMA",1.34529
"WorkFlow",4,"CMultStdev",0.469272
"WorkFlow",4,"tvVmax",5414.74
"WorkFlow",4,"tvKm",2730.01
"WorkFlow",4,"tvV",50.0654
"WorkFlow",4,"tvKa",1.10972
"WorkFlow",5,"-2LL",6980.46848
"WorkFlow",5,"GAMMA",1.43545
"WorkFlow",5,"CMultStdev",0.461727
"WorkFlow",5,"tvVmax",5978.7
"WorkFlow",5,"tvKm",2239.24
"WorkFlow",5,"tvV",47.6305
"WorkFlow",5,"tvKa",1.06546
"WorkFlow",6,"-2LL",6964.6472
"WorkFlow",6,"GAMMA",1.51605
"WorkFlow",6,"CMultStdev",0.49025
"WorkFlow",6,"tvVmax",6881.56
"WorkFlow",6,"tvKm",1443.85
"WorkFlow",6,"tvV",41.9508
"WorkFlow",6,"tvKa",0.955572
"WorkFlow",7,"-2LL",6961.16258
"WorkFlow",7,"GAMMA",1.50379
"WorkFlow",7,"CMultStdev",0.5001
"WorkFlow",7,"tvVmax",6532.7
"WorkFlow",7,"tvKm",1652.43
"WorkFlow",7,"tvV",42.9283
"WorkFlow",7,"tvKa",0.964253
"WorkFlow",8,"-2LL",6959.62094
"WorkFlow",8,"GAMMA",1.50791
"WorkFlow",8,"CMultStdev",0.498113
"WorkFlow",8,"tvVmax",6421.31
"WorkFlow",8,"tvKm",1641.59
"WorkFlow",8,"tvV",42.4937
"WorkFlow",8,"tvKa",0.941218
"WorkFlow",9,"-2LL",6951.12374
"WorkFlow",9,"GAMMA",1.56351
"WorkFlow",9,"CMultStdev",0.47856
"WorkFlow",9,"tvVmax",5256.33
"WorkFlow",9,"tvKm",1427.4
"WorkFlow",9,"tvV",37.8242
"WorkFlow",9,"tvKa",0.718772
"WorkFlow",10,"-2LL",6948.19092
"WorkFlow",10,"GAMMA",1.56856
"WorkFlow",10,"CMultStdev",0.48568
"WorkFlow",10,"tvVmax",5216.2
"WorkFlow",10,"tvKm",1391.57
"WorkFlow",10,"tvV",38.2671
"WorkFlow",10,"tvKa",0.759853
"WorkFlow",11,"-2LL",6934.71434
"WorkFlow",11,"GAMMA",1.63078
"WorkFlow",11,"CMultStdev",0.500027
"WorkFlow",11,"tvVmax",4222.23
"WorkFlow",11,"tvKm",1041.53
"WorkFlow",11,"tvV",39.8918
"WorkFlow",11,"tvKa",0.915788
"WorkFlow",12,"-2LL",6929.2219
"WorkFlow",12,"GAMMA",1.6765
"WorkFlow",12,"CMultStdev",0.496263
"WorkFlow",12,"tvVmax",3571.5
"WorkFlow",12,"tvKm",828.39
"WorkFlow",12,"tvV",41.5263
"WorkFlow",12,"tvKa",0.998427
"WorkFlow",13,"-2LL",6928.4414
"WorkFlow",13,"GAMMA",1.70843
"WorkFlow",13,"CMultStdev",0.481127
"WorkFlow",13,"tvVmax",3150.23
"WorkFlow",13,"tvKm",756.585
"WorkFlow",13,"tvV",45.8987
"WorkFlow",13,"tvKa",1.10216
"WorkFlow",14,"-2LL",6926.68922
"WorkFlow",14,"GAMMA",1.71682
"WorkFlow",14,"CMultStdev",0.482767
"WorkFlow",14,"tvVmax",3374.1
"WorkFlow",14,"tvKm",739.201
"WorkFlow",14,"tvV",44.4155
"WorkFlow",14,"tvKa",1.04879
"WorkFlow",15,"-2LL",6925.95228
"WorkFlow",15,"GAMMA",1.73475
"WorkFlow",15,"CMultStdev",0.485697
"WorkFlow",15,"tvVmax",3235.29
"WorkFlow",15,"tvKm",732.728
"WorkFlow",15,"tvV",43.084
"WorkFlow",15,"tvKa",0.997389
"WorkFlow",16,"-2LL",6925.04688
"WorkFlow",16,"GAMMA",1.757
"WorkFlow",16,"CMultStdev",0.48162
"WorkFlow",16,"tvVmax",3155.57
"WorkFlow",16,"tvKm",710.169
"WorkFlow",16,"tvV",43.476
"WorkFlow",16,"tvKa",0.985724
"WorkFlow",17,"-2LL",6923.74298
"WorkFlow",17,"GAMMA",1.80637
"WorkFlow",17,"CMultStdev",0.476461
"WorkFlow",17,"tvVmax",2978.65
"WorkFlow",17,"tvKm",643.905
"WorkFlow",17,"tvV",44.9054
"WorkFlow",17,"tvKa",0.998511
"WorkFlow",18,"-2LL",6923.34938
"WorkFlow",18,"GAMMA",1.83428
"WorkFlow",18,"CMultStdev",0.476534
"WorkFlow",18,"tvVmax",2895.25
"WorkFlow",18,"tvKm",635.154
"WorkFlow",18,"tvV",45.5091
"WorkFlow",18,"tvKa",1.00475
"WorkFlow",19,"-2LL",6923.19538
"WorkFlow",19,"GAMMA",1.8531
"WorkFlow",19,"CMultStdev",0.477638
"WorkFlow",19,"tvVmax",2800.73
"WorkFlow",19,"tvKm",589.968
"WorkFlow",19,"tvV",45.5034
"WorkFlow",19,"tvKa",1.02001
"WorkFlow",20,"-2LL",6922.91822
"WorkFlow",20,"GAMMA",1.83694
"WorkFlow",20,"CMultStdev",0.479469
"WorkFlow",20,"tvVmax",2894.43
"WorkFlow",20,"tvKm",610.249
"WorkFlow",20,"tvV",45.1744
"WorkFlow",20,"tvKa",1.03471
"WorkFlow",21,"-2LL",6922.84332
"WorkFlow",21,"GAMMA",1.83452
"WorkFlow",21,"CMultStdev",0.479831
"WorkFlow",21,"tvVmax",2885.59
"WorkFlow",21,"tvKm",614.163
"WorkFlow",21,"tvV",45.2037
"WorkFlow",21,"tvKa",1.04981
"WorkFlow",22,"-2LL",6922.8115
"WorkFlow",22,"GAMMA",1.83226
"WorkFlow",22,"CMultStdev",0.480396
"WorkFlow",22,"tvVmax",2897.24
"WorkFlow",22,"tvKm",617.757
"WorkFlow",22,"tvV",45.1279
"WorkFlow",22,"tvKa",1.06673
"WorkFlow",23,"-2LL",6922.79818
"WorkFlow",23,"GAMMA",1.83273
"WorkFlow",23,"CMultStdev",0.480185
"WorkFlow",23,"tvVmax",2901.16
"WorkFlow",23,"tvKm",617.843
"WorkFlow",23,"tvV",45.115
"WorkFlow",23,"tvKa",1.06394
"WorkFlow",24,"-2LL",6922.7729
"WorkFlow",24,"GAMMA",1.83635
