Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,0.0106955783834051,,,,,,,
WorkFlow,0.000363467282723854,0.000345817462850569,,,,,,
WorkFlow,-41.7230910947992,-2.41819816243839,356184.069011556,,,,,
WorkFlow,-15.1690991656503,-0.885717751273117,101976.931732051,32552.5964883623,,,,
WorkFlow,0.0303388848998046,-0.00302842713598366,-851.685599088057,-248.308281105112,11.387254649157,,,
WorkFlow,0.00122453465397371,4.0785544455856e-05,-32.4345422011079,-9.53269256458506,0.251069546104133,0.0149707384828837,,
WorkFlow,0.00102800177860155,0.000110084663545061,15.0706664005837,4.86766429808245,-0.333956634259888,-0.00819321207859654,0.0704875655737324,
WorkFlow,1.2426142267933,-0.617690787936243,11450.2884316169,1856.47183697849,-37.0882416912248,2.65428689603923,3.25246960000029,25547.4740640826
