"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7525.91454
"WorkFlow",1,"GAMMA",1.48179
"WorkFlow",1,"CMultStdev",0.966299
"WorkFlow",1,"tvVmax",4107.51
"WorkFlow",1,"tvKm",3845.78
"WorkFlow",1,"tvV",50.05
"WorkFlow",1,"tvKa",1.19208
"WorkFlow",1,"dVdWT",1.10947
"WorkFlow",2,"-2LL",7367.72332
"WorkFlow",2,"GAMMA",1.36051
"WorkFlow",2,"CMultStdev",0.934002
"WorkFlow",2,"tvVmax",4214.11
"WorkFlow",2,"tvKm",3703.63
"WorkFlow",2,"tvV",50.0438
"WorkFlow",2,"tvKa",1.18367
"WorkFlow",2,"dVdWT",1.11463
"WorkFlow",3,"-2LL",7273.51056
"WorkFlow",3,"GAMMA",1.32033
"WorkFlow",3,"CMultStdev",0.871779
"WorkFlow",3,"tvVmax",4419.77
"WorkFlow",3,"tvKm",3630.54
"WorkFlow",3,"tvV",49.6802
"WorkFlow",3,"tvKa",1.15352
"WorkFlow",3,"dVdWT",1.06894
"WorkFlow",4,"-2LL",7188.18006
"WorkFlow",4,"GAMMA",1.62799
"WorkFlow",4,"CMultStdev",0.335534
"WorkFlow",4,"tvVmax",4800.66
"WorkFlow",4,"tvKm",2179.81
"WorkFlow",4,"tvV",62.2716
"WorkFlow",4,"tvKa",1.19313
"WorkFlow",4,"dVdWT",1.84978
"WorkFlow",5,"-2LL",7154.20426
"WorkFlow",5,"GAMMA",1.67894
"WorkFlow",5,"CMultStdev",0.330562
"WorkFlow",5,"tvVmax",5007.09
"WorkFlow",5,"tvKm",1867.34
"WorkFlow",5,"tvV",63.4701
"WorkFlow",5,"tvKa",1.14984
"WorkFlow",5,"dVdWT",1.92693
"WorkFlow",6,"-2LL",7123.6828
"WorkFlow",6,"GAMMA",1.7332
"WorkFlow",6,"CMultStdev",0.323746
"WorkFlow",6,"tvVmax",5127.06
"WorkFlow",6,"tvKm",1550.73
"WorkFlow",6,"tvV",64.2152
"WorkFlow",6,"tvKa",1.103
"WorkFlow",6,"dVdWT",1.97049
"WorkFlow",7,"-2LL",7111.685
"WorkFlow",7,"GAMMA",1.98109
"WorkFlow",7,"CMultStdev",0.359434
"WorkFlow",7,"tvVmax",5938.49
"WorkFlow",7,"tvKm",1104.88
"WorkFlow",7,"tvV",70.1581
"WorkFlow",7,"tvKa",1.08399
"WorkFlow",7,"dVdWT",2.36938
"WorkFlow",8,"-2LL",7107.62428
"WorkFlow",8,"GAMMA",2.01816
"WorkFlow",8,"CMultStdev",0.359505
"WorkFlow",8,"tvVmax",6074.23
"WorkFlow",8,"tvKm",1098.39
"WorkFlow",8,"tvV",66.2317
"WorkFlow",8,"tvKa",0.958235
"WorkFlow",8,"dVdWT",2.4451
"WorkFlow",9,"-2LL",7104.80346
"WorkFlow",9,"GAMMA",2.04391
"WorkFlow",9,"CMultStdev",0.359319
"WorkFlow",9,"tvVmax",6260.89
"WorkFlow",9,"tvKm",1058.84
"WorkFlow",9,"tvV",59.1879
"WorkFlow",9,"tvKa",1.04944
"WorkFlow",9,"dVdWT",2.42842
"WorkFlow",10,"-2LL",7049.734
"WorkFlow",10,"GAMMA",1.8949
"WorkFlow",10,"CMultStdev",0.357876
"WorkFlow",10,"tvVmax",5337.74
"WorkFlow",10,"tvKm",1104.49
"WorkFlow",10,"tvV",46.6548
"WorkFlow",10,"tvKa",1.10156
"WorkFlow",10,"dVdWT",3.73723
"WorkFlow",11,"-2LL",6963.04948
"WorkFlow",11,"GAMMA",1.62356
"WorkFlow",11,"CMultStdev",0.365097
"WorkFlow",11,"tvVmax",4200.42
"WorkFlow",11,"tvKm",1239.75
"WorkFlow",11,"tvV",42.928
"WorkFlow",11,"tvKa",1.18099
"WorkFlow",11,"dVdWT",2.42414
"WorkFlow",12,"-2LL",6949.60398
"WorkFlow",12,"GAMMA",1.74038
"WorkFlow",12,"CMultStdev",0.377123
"WorkFlow",12,"tvVmax",4255.48
"WorkFlow",12,"tvKm",987.471
"WorkFlow",12,"tvV",42.3754
"WorkFlow",12,"tvKa",1.17995
"WorkFlow",12,"dVdWT",1.8034
"WorkFlow",13,"-2LL",6915.95112
"WorkFlow",13,"GAMMA",1.64499
"WorkFlow",13,"CMultStdev",0.44889
"WorkFlow",13,"tvVmax",4062.17
"WorkFlow",13,"tvKm",1262.97
"WorkFlow",13,"tvV",38.3025
"WorkFlow",13,"tvKa",0.94168
"WorkFlow",13,"dVdWT",0.978712
"WorkFlow",14,"-2LL",6906.3992
"WorkFlow",14,"GAMMA",1.59468
"WorkFlow",14,"CMultStdev",0.452206
"WorkFlow",14,"tvVmax",4031.29
"WorkFlow",14,"tvKm",1203.28
"WorkFlow",14,"tvV",45.2202
"WorkFlow",14,"tvKa",0.904524
"WorkFlow",14,"dVdWT",0.904897
"WorkFlow",15,"-2LL",6895.3438
"WorkFlow",15,"GAMMA",1.56271
"WorkFlow",15,"CMultStdev",0.456585
"WorkFlow",15,"tvVmax",4290.51
"WorkFlow",15,"tvKm",1082.8
"WorkFlow",15,"tvV",43.9016
"WorkFlow",15,"tvKa",1.0203
"WorkFlow",15,"dVdWT",1.1822
"WorkFlow",16,"-2LL",6887.34552
"WorkFlow",16,"GAMMA",1.57418
"WorkFlow",16,"CMultStdev",0.471341
"WorkFlow",16,"tvVmax",4789.34
"WorkFlow",16,"tvKm",1180.8
"WorkFlow",16,"tvV",43.8199
"WorkFlow",16,"tvKa",0.987091
"WorkFlow",16,"dVdWT",1.48633
"WorkFlow",17,"-2LL",6882.6741
"WorkFlow",17,"GAMMA",1.52045
"WorkFlow",17,"CMultStdev",0.488828
"WorkFlow",17,"tvVmax",5437.33
"WorkFlow",17,"tvKm",1438.87
"WorkFlow",17,"tvV",41.4899
"WorkFlow",17,"tvKa",0.915982
"WorkFlow",17,"dVdWT",1.60922
"WorkFlow",18,"-2LL",6881.49772
"WorkFlow",18,"GAMMA",1.54322
"WorkFlow",18,"CMultStdev",0.494582
"WorkFlow",18,"tvVmax",5568.21
"WorkFlow",18,"tvKm",1454.73
"WorkFlow",18,"tvV",42.8818
"WorkFlow",18,"tvKa",0.923256
"WorkFlow",18,"dVdWT",1.32487
"WorkFlow",19,"-2LL",6880.96566
"WorkFlow",19,"GAMMA",1.54032
"WorkFlow",19,"CMultStdev",0.491595
"WorkFlow",19,"tvVmax",5628.17
"WorkFlow",19,"tvKm",1449.1
"WorkFlow",19,"tvV",42.4971
"WorkFlow",19,"tvKa",0.914564
"WorkFlow",19,"dVdWT",1.29225
"WorkFlow",20,"-2LL",6880.67014
"WorkFlow",20,"GAMMA",1.54117
"WorkFlow",20,"CMultStdev",0.487034
"WorkFlow",20,"tvVmax",5579.43
"WorkFlow",20,"tvKm",1449.95
"WorkFlow",20,"tvV",41.7079
"WorkFlow",20,"tvKa",0.903926
"WorkFlow",20,"dVdWT",1.26152
"WorkFlow",21,"-2LL",6880.46756
"WorkFlow",21,"GAMMA",1.5389
"WorkFlow",21,"CMultStdev",0.481838
"WorkFlow",21,"tvVmax",5573.09
"WorkFlow",21,"tvKm",1460.2
"WorkFlow",21,"tvV",41.6662
"WorkFlow",21,"tvKa",0.905617
"WorkFlow",21,"dVdWT",1.22264
"WorkFlow",22,"-2LL",6880.35792
"WorkFlow",22,"GAMMA",1.54319
"WorkFlow",22,"CMultStdev",0.481135
"WorkFlow",22,"tvVmax",5556.22
"WorkFlow",22,"tvKm",1452.92
"WorkFlow",22,"tvV",41.8321
"WorkFlow",22,"tvKa",0.905873
"WorkFlow",22,"dVdWT",1.24233
"WorkFlow",23,"-2LL",6880.14252
"WorkFlow",23,"GAMMA",1.55248
"WorkFlow",23,"CMultStdev",0.479251
"WorkFlow",23,"tvVmax",5466.03
"WorkFlow",23,"tvKm",1425.08
"WorkFlow",23,"tvV",42.0377
"WorkFlow",23,"tvKa",0.905984
"WorkFlow",23,"dVdWT",1.28182
"WorkFlow",24,"-2LL",6879.88058
"WorkFlow",24,"GAMMA",1.55586
"WorkFlow",24,"CMultStdev",0.481397
"WorkFlow",24,"tvVmax",5400.95
"WorkFlow",24,"tvKm",1405.75
"WorkFlow",24,"tvV",42.2325
"WorkFlow",24,"tvKa",0.908799
"WorkFlow",24,"dVdWT",1.31717
"WorkFlow",25,"-2LL",6878.6501
"WorkFlow",25,"GAMMA",1.57648
"WorkFlow",25,"CMultStdev",0.491308
"WorkFlow",25,"tvVmax",5049.45
"WorkFlow",25,"tvKm",1293.84
"WorkFlow",25,"tvV",43.0551
"WorkFlow",25,"tvKa",0.920255
"WorkFlow",25,"dVdWT",1.40672
"WorkFlow",26,"-2LL",6877.38364
"WorkFlow",26,"GAMMA",1.6035
"WorkFlow",26,"CMultStdev",0.497356
"WorkFlow",26,"tvVmax",4630.77
"WorkFlow",26,"tvKm",1167.02
"WorkFlow",26,"tvV",43.5857
"WorkFlow",26,"tvKa",0.932302
"WorkFlow",26,"dVdWT",1.43103
"WorkFlow",27,"-2LL",6875.79782
"WorkFlow",27,"GAMMA",1.64319
"WorkFlow",27,"CMultStdev",0.502408
"WorkFlow",27,"tvVmax",4110.07
"WorkFlow",27,"tvKm",1014.32
"WorkFlow",27,"tvV",44.0793
"WorkFlow",27,"tvKa",0.955027
"WorkFlow",27,"dVdWT",1.36218
"WorkFlow",28,"-2LL",6874.9612
"WorkFlow",28,"GAMMA",1.66324
"WorkFlow",28,"CMultStdev",0.498912
"WorkFlow",28,"tvVmax",3984.93
"WorkFlow",28,"tvKm",977.947
"WorkFlow",28,"tvV",43.7997
"WorkFlow",28,"tvKa",0.960725
"WorkFlow",28,"dVdWT",1.2659
"WorkFlow",29,"-2LL",6874.58518
"WorkFlow",29,"GAMMA",1.67799
"WorkFlow",29,"CMultStdev",0.490634
"WorkFlow",29,"tvVmax",3961.89
"WorkFlow",29,"tvKm",962.332
"WorkFlow",29,"tvV",43.5512
"WorkFlow",29,"tvKa",0.966143
"WorkFlow",29,"dVdWT",1.19743
"WorkFlow",30,"-2LL",6874.57646
"WorkFlow",30,"GAMMA",1.67666
"WorkFlow",30,"CMultStdev",0.488421
"WorkFlow",30,"tvVmax",3969.9
"WorkFlow",30,"tvKm",975.294
"WorkFlow",30,"tvV",43.6383
"WorkFlow",30,"tvKa",0.968759
"WorkFlow",30,"dVdWT",1.18163
"WorkFlow",31,"-2LL",6874.53682
"WorkFlow",31,"GAMMA",1.68308
"WorkFlow",31,"CMultStdev",0.488615
"WorkFlow",31,"tvVmax",3926.04
"WorkFlow",31,"tvKm",956.84
"WorkFlow",31,"tvV",43.6899
"WorkFlow",31,"tvKa",0.96933
"WorkFlow",31,"dVdWT",1.18515
"WorkFlow",32,"-2LL",6874.52264
"WorkFlow",32,"GAMMA",1.68931
"WorkFlow",32,"CMultStdev",0.488951
"WorkFlow",32,"tvVmax",3895.13
"WorkFlow",32,"tvKm",944.665
"WorkFlow",32,"tvV",43.6391
"WorkFlow",32,"tvKa",0.969023
"WorkFlow",32,"dVdWT",1.18596
"WorkFlow",33,"-2LL",6874.52164
"WorkFlow",33,"GAMMA",1.6888
"WorkFlow",33,"CMultStdev",0.489161
"WorkFlow",33,"tvVmax",3904.5
"WorkFlow",33,"tvKm",946.925
"WorkFlow",33,"tvV",43.6546
"WorkFlow",33,"tvKa",0.969216
"WorkFlow",33,"dVdWT",1.18753
"WorkFlow",34,"-2LL",6874.5191
"WorkFlow",34,"GAMMA",1.69048
"WorkFlow",34,"CMultStdev",0.489126
"WorkFlow",34,"tvVmax",3891.19
"WorkFlow",34,"tvKm",943.865
"WorkFlow",34,"tvV",43.7557
"WorkFlow",34,"tvKa",0.971206
"WorkFlow",34,"dVdWT",1.18126
"WorkFlow",35,"-2LL",6874.51838
"WorkFlow",35,"GAMMA",1.69145
"WorkFlow",35,"CMultStdev",0.489214
"WorkFlow",35,"tvVmax",3883.98
"WorkFlow",35,"tvKm",941.67
"WorkFlow",35,"tvV",43.7864
"WorkFlow",35,"tvKa",0.972747
"WorkFlow",35,"dVdWT",1.18596
"WorkFlow",36,"-2LL",6874.51682
"WorkFlow",36,"GAMMA",1.69145
"WorkFlow",36,"CMultStdev",0.489323
"WorkFlow",36,"tvVmax",3890.29
"WorkFlow",36,"tvKm",942.713
"WorkFlow",36,"tvV",43.7479
"WorkFlow",36,"tvKa",0.97108
"WorkFlow",36,"dVdWT",1.186
"WorkFlow",37,"-2LL",6874.51664
"WorkFlow",37,"GAMMA",1.69144
"WorkFlow",37,"CMultStdev",0.489351
"WorkFlow",37,"tvVmax",3891.98
"WorkFlow",37,"tvKm",942.986
"WorkFlow",37,"tvV",43.7357
"WorkFlow",37,"tvKa",0.970609
"WorkFlow",37,"dVdWT",1.18615
"WorkFlow",38,"-2LL",6874.51496
"WorkFlow",38,"GAMMA",1.69306
"WorkFlow",38,"CMultStdev",0.489154
"WorkFlow",38,"tvVmax",3879.15
"WorkFlow",38,"tvKm",941.036
"WorkFlow",38,"tvV",43.6854
"WorkFlow",38,"tvKa",0.974428
"WorkFlow",38,"dVdWT",1.18331
"WorkFlow",39,"-2LL",6874.51332
"WorkFlow",39,"GAMMA",1.69407
"WorkFlow",39,"CMultStdev",0.489347
"WorkFlow",39,"tvVmax",3885.17
"WorkFlow",39,"tvKm",941.487
"WorkFlow",39,"tvV",43.5818
"WorkFlow",39,"tvKa",0.971834
"WorkFlow",39,"dVdWT",1.18597
"WorkFlow",40,"-2LL",6874.51184
"WorkFlow",40,"GAMMA",1.69423
"WorkFlow",40,"CMultStdev",0.489459
"WorkFlow",40,"tvVmax",3885.6
"WorkFlow",40,"tvKm",940.9
"WorkFlow",40,"tvV",43.6181
"WorkFlow",40,"tvKa",0.971317
"WorkFlow",40,"dVdWT",1.18638
