Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,
WorkFlow,-0.179062476136215,1,,,,
WorkFlow,-0.176784242565693,0.962499195680157,1,,,
WorkFlow,-0.0804132911103036,-0.231245359553461,-0.362083661801432,1,,
WorkFlow,0.104445658597393,-0.208879189080862,-0.312106223163182,0.501432295127813,1,
WorkFlow,-0.241605511457301,0.29631630000998,0.308450127357135,-0.101793101832745,-0.194035570137789,1
