Scenario,ID,nVmax,nKm,nV,nKa,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage,nKa_shrinkage
WorkFlow,1,0.477847547775378,-0.373877502603497,-0.49766826282166,0.0462836570135217,0.395453,0.261686,0.599319,0.695697
WorkFlow,2,-0.699607142862244,-0.0145112163883061,0.627454418267024,-0.128608028920807,0.747393,0.194796,0.790415,0.613697
WorkFlow,3,-0.1124686725773,-0.471276977612924,-0.255833821329762,-0.622711410478334,0.424039,0.243561,0.606527,0.522547
WorkFlow,4,-0.553525690650875,-0.298413680609951,0.500404546084506,0.220364252686019,0.578087,0.21283,0.666415,0.695346
WorkFlow,5,-0.2845625371958,0.273531709575049,0.276976168751651,0.292130530897642,0.619271,0.212382,0.684255,0.724421
WorkFlow,6,-0.087556116064054,-0.32197720415806,0.149410537268153,0.287759314177653,0.467797,0.222036,0.592514,0.683791
WorkFlow,7,-0.0757454570825526,0.699314626683044,0.0822721241399414,0.400912354767782,0.615917,0.213864,0.670394,0.730404
WorkFlow,8,0.0941901735120792,0.233834717855826,-0.0916955261158775,-0.262064629877502,0.488314,0.241854,0.589073,0.584886
WorkFlow,9,-0.48398196172277,0.0848380372458858,0.443744675162949,0.20166555523783,0.657493,0.206885,0.717903,0.676786
WorkFlow,10,-0.410524289038374,0.012124965991771,0.364746513685478,-0.667948336901758,0.603015,0.235565,0.677846,0.515588
WorkFlow,11,-0.217643793462358,-0.38514178923875,0.0783186967748719,-0.408638705671724,0.464248,0.227832,0.599492,0.550038
WorkFlow,12,0.193567296235294,-0.0880389220530932,-0.135693099614754,0.0334058373673248,0.455478,0.241801,0.590258,0.62222
WorkFlow,13,0.400721930648055,-0.683673799484571,-0.26716933035392,-0.175680746408744,0.387916,0.28057,0.600734,0.624163
WorkFlow,14,0.246750207287904,-0.0237683336274853,-0.118838325034168,0.685503472537604,0.461809,0.219163,0.580116,0.774294
WorkFlow,15,0.576089993004044,-0.468799612068456,-0.636882324565507,-0.291136291883253,0.37412,0.294137,0.60406,0.590146
WorkFlow,16,0.19575807051235,0.326957937916214,-0.127626937619551,0.291117640552047,0.487685,0.226028,0.582985,0.669688
WorkFlow,17,0.277047674654664,-0.456641404016539,-0.248906579382563,0.41965833969374,0.415985,0.239369,0.598026,0.719588
WorkFlow,18,-0.317310658832743,-0.163059185436503,0.241380306533267,-0.452744601779036,0.5128,0.241575,0.617663,0.56806
WorkFlow,19,-0.0258301944066743,0.269748087401425,0.0580138717892892,-0.227811785165474,0.518466,0.233723,0.604753,0.57471
WorkFlow,20,0.299000065304935,-0.0249445604663788,-0.199909014633542,-0.219678218020679,0.454576,0.249857,0.583132,0.58554
WorkFlow,21,-0.450517237678643,0.0915314573001609,0.406910058942218,-0.475047942465319,0.650056,0.229779,0.714115,0.538894
WorkFlow,22,-0.274899727731372,-0.0675263448080054,0.166550012586054,-0.805515551820714,0.517879,0.247192,0.620977,0.51743
WorkFlow,23,0.956726063168669,-0.0727559048198707,-0.622808568417086,0.476885146447047,0.406598,0.289353,0.591184,0.762918
WorkFlow,24,0.200057755024837,0.094038265709153,-0.141827521684907,-0.144406862696007,0.46912,0.241178,0.581921,0.619697
WorkFlow,25,-0.0737497495205506,0.182260314995475,0.117239661454295,0.781902265930158,0.520503,0.214708,0.610136,0.821643
WorkFlow,26,0.0761269285733271,0.349427835549827,-0.0397269177394566,0.6150005296357,0.508117,0.227608,0.600458,0.805496
WorkFlow,27,-0.357455832581757,-0.118184679750974,0.30525863272321,-0.782306928059063,0.534481,0.249474,0.627721,0.504057
WorkFlow,28,0.278429748583335,0.137975506963842,-0.195382442162312,0.284744208151154,0.465863,0.232371,0.580274,0.650683
WorkFlow,29,0.344028128078776,-0.102905328439791,-0.396800346586707,-0.129783967467879,0.434035,0.256923,0.589334,0.604257
WorkFlow,30,0.0991472696837266,0.0076047254516561,-0.097325085274441,0.297249548599451,0.467328,0.234296,0.587963,0.708575
WorkFlow,31,-0.154709388495183,-0.32398006223931,0.181087980480545,0.412241499823861,0.472275,0.225961,0.598523,0.753716
WorkFlow,32,0.644594722824901,0.327335376134605,-0.588380511151201,0.121178043492009,0.446615,0.254709,0.579328,0.644269
WorkFlow,33,-0.118071922617815,-0.695213801880816,-0.0941848258067587,-0.421658265298475,0.41632,0.250511,0.609025,0.56191
WorkFlow,34,-0.129595961573109,-0.436491380797559,0.0854117161841777,-0.110636341445824,0.454334,0.232727,0.604071,0.624741
WorkFlow,35,-0.154985081149543,-0.0313446544612362,0.07949290823822,-0.480601982445133,0.498255,0.244805,0.608653,0.561566
WorkFlow,36,-0.395556702051569,0.164600904951675,0.364700707946543,-0.430434420879947,0.628392,0.220873,0.690716,0.556954
WorkFlow,37,-0.0134417077421036,0.387910325646133,-0.00130053690302326,-0.733393872892373,0.52203,0.242541,0.601261,0.533151
WorkFlow,38,0.132052396246871,-0.0505234615902162,-0.197048215951735,-0.454127858097074,0.457974,0.242794,0.588777,0.546162
WorkFlow,39,0.51118445333181,0.293331839126474,-0.338508522741524,0.670814512166991,0.461794,0.230547,0.575926,0.784594
WorkFlow,40,-0.141216431568226,0.188209964565325,0.0768384675805145,-0.266887745577034,0.519715,0.230727,0.607593,0.580091
WorkFlow,41,0.295436007322225,-0.245425031734558,-0.291301958383682,0.12882279515887,0.429199,0.243432,0.593473,0.679443
WorkFlow,42,-0.49046759348604,0.0209252751584477,0.430492326676969,-0.0638890547844571,0.643021,0.225164,0.709878,0.596079
WorkFlow,43,-0.129989896445575,0.0803494655174706,0.139893422367326,0.599605858525342,0.514563,0.222584,0.612497,0.819391
WorkFlow,44,0.366877670108088,0.735173383092397,-0.312893798208967,0.22704381363892,0.497588,0.232303,0.57779,0.678621
WorkFlow,45,0.260890559635303,0.0280074896050758,-0.163328104602093,0.301748548229068,0.460298,0.231898,0.582073,0.72938
WorkFlow,46,0.221751617065259,-0.33523203584306,-0.489051143812811,-0.581512170280186,0.412064,0.261895,0.60267,0.541429
