Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.0947616986821271,0.06278560509699
WorkFlow,nV,0.06278560509699,0.161195200439498
WorkFlow,Correlation
WorkFlow,nVmax,1,0.508004561820536
WorkFlow,nV,0.508004561820536,1
WorkFlow,Shrinkage,0.0809624192213747,0.110441553070944
