Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,CEps
WorkFlow,0.00190473532891233,,,,,,,,,,
WorkFlow,-7.14835734895493e-05,0.000332986064624184,,,,,,,,,
WorkFlow,1.1247846974716,-1.63353836895364,132313.377350743,,,,,,,,
WorkFlow,-1.10867555061978,1.05071113317477,-83206.5533892119,58362.4996407282,,,,,,,
WorkFlow,-0.071990195200063,-0.00434337374789204,117.015443140476,-160.912200962984,22.9635705322162,,,,,,
WorkFlow,-0.00167706422962373,-4.27393253886768e-05,-9.93922400815178,6.47008642068157,0.238809855304363,0.0203843439825532,,,,,
WorkFlow,7.73568925182863e-05,3.90802949637236e-06,-0.788457163282475,0.638693201713781,-0.0140286526950211,-7.8552530195562e-05,2.35697216866784e-05,,,,
WorkFlow,-0.000383630769792068,-1.08372730741228e-05,3.66315203511331,-1.8573410583598,0.0218017030174102,8.80398630217599e-05,-5.2303708033659e-05,0.000455293580271355,,,
WorkFlow,2.23639107818297e-05,-1.54387257970863e-05,0.560914520644262,-0.348856712398842,-0.00205086185063796,-4.1393072878859e-05,2.94225686740708e-06,-1.39795638839077e-05,7.80705042350647e-06,,
WorkFlow,9.29929466361209e-06,1.04346425356263e-06,-0.0314077042889107,0.016761201704168,0.000290862036367587,-9.65294705497247e-06,-1.43601002702272e-06,-1.02584646326105e-05,-8.28637548110121e-07,2.08007543305762e-06,
WorkFlow,-0.0282020186081176,0.126493640468612,28767.0887756503,-690.20901534736,-372.212563913209,-1.39068573261724,0.439178151822689,2.02507828574047,0.20415972925542,-0.0580711763146769,73606.8458938533
