"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",15677.95224
"WorkFlow",1,"GAMMA",1.60271
"WorkFlow",1,"CMultStdev",1.00134
"WorkFlow",1,"tvVmax",3998.87
"WorkFlow",1,"tvKm",4001.68
"WorkFlow",1,"tvV",49.9515
"WorkFlow",1,"tvKa",1.20006
"WorkFlow",1,"K12",1.9554
"WorkFlow",1,"K21",3.01965
"WorkFlow",1,"K13",0.118559
"WorkFlow",1,"K31",0.00490228
"WorkFlow",2,"-2LL",13749.10132
"WorkFlow",2,"GAMMA",1.60316
"WorkFlow",2,"CMultStdev",1.00171
"WorkFlow",2,"tvVmax",3998.54
"WorkFlow",2,"tvKm",4002.1
"WorkFlow",2,"tvV",49.9336
"WorkFlow",2,"tvKa",1.20008
"WorkFlow",2,"K12",1.94243
"WorkFlow",2,"K21",3.02525
"WorkFlow",2,"K13",0.1232
"WorkFlow",2,"K31",0.0123671
"WorkFlow",3,"-2LL",13270.21512
"WorkFlow",3,"GAMMA",1.60386
"WorkFlow",3,"CMultStdev",1.00234
"WorkFlow",3,"tvVmax",3997.99
"WorkFlow",3,"tvKm",4002.72
"WorkFlow",3,"tvV",49.9
"WorkFlow",3,"tvKa",1.20017
"WorkFlow",3,"K12",1.91701
"WorkFlow",3,"K21",3.03627
"WorkFlow",3,"K13",0.132763
"WorkFlow",3,"K31",0.0160596
"WorkFlow",4,"-2LL",12533.2703
"WorkFlow",4,"GAMMA",1.60577
"WorkFlow",4,"CMultStdev",1.00404
"WorkFlow",4,"tvVmax",3996.55
"WorkFlow",4,"tvKm",4004.35
"WorkFlow",4,"tvV",49.8107
"WorkFlow",4,"tvKa",1.20038
"WorkFlow",4,"K12",1.84853
"WorkFlow",4,"K21",3.06614
"WorkFlow",4,"K13",0.16022
"WorkFlow",4,"K31",0.0208725
"WorkFlow",5,"-2LL",10615.37842
"WorkFlow",5,"GAMMA",1.61126
"WorkFlow",5,"CMultStdev",1.00895
"WorkFlow",5,"tvVmax",3992.38
"WorkFlow",5,"tvKm",4009.03
"WorkFlow",5,"tvV",49.555
"WorkFlow",5,"tvKa",1.20098
"WorkFlow",5,"K12",1.65326
"WorkFlow",5,"K21",3.15371
"WorkFlow",5,"K13",0.25377
"WorkFlow",5,"K31",0.029552
"WorkFlow",6,"-2LL",8355.86662
"WorkFlow",6,"GAMMA",1.62777
"WorkFlow",6,"CMultStdev",1.02384
"WorkFlow",6,"tvVmax",3979.81
"WorkFlow",6,"tvKm",4023.24
"WorkFlow",6,"tvV",48.7896
"WorkFlow",6,"tvKa",1.20269
"WorkFlow",6,"K12",1.10621
"WorkFlow",6,"K21",3.4271
"WorkFlow",6,"K13",0.665883
"WorkFlow",6,"K31",0.0611035
"WorkFlow",7,"-2LL",7357.18878
"WorkFlow",7,"GAMMA",1.62007
"WorkFlow",7,"CMultStdev",1.01688
"WorkFlow",7,"tvVmax",3985.69
"WorkFlow",7,"tvKm",4016.59
"WorkFlow",7,"tvV",49.1467
"WorkFlow",7,"tvKa",1.20188
"WorkFlow",7,"K12",1.35523
"WorkFlow",7,"K21",3.29713
"WorkFlow",7,"K13",0.448165
"WorkFlow",7,"K31",0.0423908
"WorkFlow",8,"-2LL",7222.48228
"WorkFlow",8,"GAMMA",1.6229
"WorkFlow",8,"CMultStdev",1.01943
"WorkFlow",8,"tvVmax",3983.54
"WorkFlow",8,"tvKm",4019.03
"WorkFlow",8,"tvV",49.014
"WorkFlow",8,"tvKa",1.20213
"WorkFlow",8,"K12",1.26129
"WorkFlow",8,"K21",3.34487
"WorkFlow",8,"K13",0.522866
"WorkFlow",8,"K31",0.0486916
"WorkFlow",9,"-2LL",7176.02452
"WorkFlow",9,"GAMMA",1.622
"WorkFlow",9,"CMultStdev",1.01861
"WorkFlow",9,"tvVmax",3984.22
"WorkFlow",9,"tvKm",4018.26
"WorkFlow",9,"tvV",49.054
"WorkFlow",9,"tvKa",1.20199
"WorkFlow",9,"K12",1.2902
"WorkFlow",9,"K21",3.32994
"WorkFlow",9,"K13",0.497935
"WorkFlow",9,"K31",0.0468629
"WorkFlow",10,"-2LL",7172.59912
"WorkFlow",10,"GAMMA",1.62184
"WorkFlow",10,"CMultStdev",1.01847
"WorkFlow",10,"tvVmax",3984.32
"WorkFlow",10,"tvKm",4018.14
"WorkFlow",10,"tvV",49.0581
"WorkFlow",10,"tvKa",1.20189
"WorkFlow",10,"K12",1.29402
"WorkFlow",10,"K21",3.32784
"WorkFlow",10,"K13",0.493344
"WorkFlow",10,"K31",0.0469529
"WorkFlow",11,"-2LL",7162.39592
"WorkFlow",11,"GAMMA",1.62151
"WorkFlow",11,"CMultStdev",1.01814
"WorkFlow",11,"tvVmax",3984.52
"WorkFlow",11,"tvKm",4017.9
"WorkFlow",11,"tvV",49.0608
"WorkFlow",11,"tvKa",1.20151
"WorkFlow",11,"K12",1.29976
"WorkFlow",11,"K21",3.32429
"WorkFlow",11,"K13",0.482236
"WorkFlow",11,"K31",0.0481201
"WorkFlow",12,"-2LL",7141.81394
"WorkFlow",12,"GAMMA",1.62095
"WorkFlow",12,"CMultStdev",1.01754
"WorkFlow",12,"tvVmax",3984.81
"WorkFlow",12,"tvKm",4017.54
"WorkFlow",12,"tvV",49.0522
"WorkFlow",12,"tvKa",1.20051
"WorkFlow",12,"K12",1.30428
"WorkFlow",12,"K21",3.32026
"WorkFlow",12,"K13",0.461173
"WorkFlow",12,"K31",0.0521793
"WorkFlow",13,"-2LL",7110.29202
"WorkFlow",13,"GAMMA",1.62056
"WorkFlow",13,"CMultStdev",1.01704
"WorkFlow",13,"tvVmax",3984.92
"WorkFlow",13,"tvKm",4017.37
"WorkFlow",13,"tvV",49.0228
"WorkFlow",13,"tvKa",1.19915
"WorkFlow",13,"K12",1.29792
"WorkFlow",13,"K21",3.32111
"WorkFlow",13,"K13",0.442488
"WorkFlow",13,"K31",0.0589084
"WorkFlow",14,"-2LL",7016.88766
"WorkFlow",14,"GAMMA",1.6202
"WorkFlow",14,"CMultStdev",1.01633
"WorkFlow",14,"tvVmax",3984.71
"WorkFlow",14,"tvKm",4017.49
"WorkFlow",14,"tvV",48.9153
"WorkFlow",14,"tvKa",1.19567
"WorkFlow",14,"K12",1.25928
"WorkFlow",14,"K21",3.33465
"WorkFlow",14,"K13",0.411998
"WorkFlow",14,"K31",0.0799949
"WorkFlow",15,"-2LL",6948.57254
"WorkFlow",15,"GAMMA",1.62045
"WorkFlow",15,"CMultStdev",1.01591
"WorkFlow",15,"tvVmax",3983.79
"WorkFlow",15,"tvKm",4018.35
"WorkFlow",15,"tvV",48.7172
"WorkFlow",15,"tvKa",1.19044
"WorkFlow",15,"K12",1.17631
"WorkFlow",15,"K21",3.36843
"WorkFlow",15,"K13",0.386603
"WorkFlow",15,"K31",0.120259
"WorkFlow",16,"-2LL",6909.35984
"WorkFlow",16,"GAMMA",1.61992
"WorkFlow",16,"CMultStdev",1.01518
"WorkFlow",16,"tvVmax",3983.95
"WorkFlow",16,"tvKm",4018.11
"WorkFlow",16,"tvV",48.6794
"WorkFlow",16,"tvKa",1.18863
"WorkFlow",16,"K12",1.16806
"WorkFlow",16,"K21",3.36956
"WorkFlow",16,"K13",0.36396
"WorkFlow",16,"K31",0.133367
"WorkFlow",17,"-2LL",6905.81534
"WorkFlow",17,"GAMMA",1.61961
"WorkFlow",17,"CMultStdev",1.01443
"WorkFlow",17,"tvVmax",3983.76
"WorkFlow",17,"tvKm",4018.21
"WorkFlow",17,"tvV",48.5851
"WorkFlow",17,"tvKa",1.1855
"WorkFlow",17,"K12",1.13427
"WorkFlow",17,"K21",3.38177
"WorkFlow",17,"K13",0.339381
"WorkFlow",17,"K31",0.160367
"WorkFlow",18,"-2LL",6903.38056
"WorkFlow",18,"GAMMA",1.61942
"WorkFlow",18,"CMultStdev",1.01378
"WorkFlow",18,"tvVmax",3983.49
"WorkFlow",18,"tvKm",4018.41
"WorkFlow",18,"tvV",48.4888
"WorkFlow",18,"tvKa",1.18246
"WorkFlow",18,"K12",1.09794
"WorkFlow",18,"K21",3.39558
"WorkFlow",18,"K13",0.318925
"WorkFlow",18,"K31",0.189339
"WorkFlow",19,"-2LL",6901.72392
"WorkFlow",19,"GAMMA",1.61946
"WorkFlow",19,"CMultStdev",1.01378
"WorkFlow",19,"tvVmax",3983.47
"WorkFlow",19,"tvKm",4018.44
"WorkFlow",19,"tvV",48.4879
"WorkFlow",19,"tvKa",1.18247
"WorkFlow",19,"K12",1.09652
"WorkFlow",19,"K21",3.39602
"WorkFlow",19,"K13",0.320251
"WorkFlow",19,"K31",0.189299
"WorkFlow",20,"-2LL",6901.7054
"WorkFlow",20,"GAMMA",1.61948
"WorkFlow",20,"CMultStdev",1.01377
"WorkFlow",20,"tvVmax",3983.47
"WorkFlow",20,"tvKm",4018.44
"WorkFlow",20,"tvV",48.4913
"WorkFlow",20,"tvKa",1.18257
"WorkFlow",20,"K12",1.09721
"WorkFlow",20,"K21",3.39547
"WorkFlow",20,"K13",0.321297
"WorkFlow",20,"K31",0.188303
"WorkFlow",21,"-2LL",6901.6945
"WorkFlow",21,"GAMMA",1.61949
"WorkFlow",21,"CMultStdev",1.01374
"WorkFlow",21,"tvVmax",3983.49
"WorkFlow",21,"tvKm",4018.42
"WorkFlow",21,"tvV",48.4971
"WorkFlow",21,"tvKa",1.18272
"WorkFlow",21,"K12",1.0987
"WorkFlow",21,"K21",3.39442
"WorkFlow",21,"K13",0.322686
"WorkFlow",21,"K31",0.186668
"WorkFlow",22,"-2LL",6901.6945
"WorkFlow",22,"GAMMA",1.61949
"WorkFlow",22,"CMultStdev",1.01374
"WorkFlow",22,"tvVmax",3983.49
