StartTime,EndTime,Model_num,this_comp,this_eta,this_vwt,this_gamma,n_theta,n_omega,Est_time,Cov_time,Success,Covar,Iterations,Algorithm,Good_inits,log_path,control_file,data_set,nparms,messages,crash,NPDECmaxMean,NPDECmaxSD,NPDECminMean,NPDECminSD,SimRunTime
2024-05-23 07:44 PDT,2024-05-23 07:45 PDT,1,0,0,0,0,5,1,25.797,4.078,TRUE,TRUE,49,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run1/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/1/Run1.mmdl,c:/git/dual_numbers/data/sim_0_0_0_0.csv ,6,3,FALSE,-0.000545171870502172,0.973862580163157,0.00471365999714637,0.976064185340352,5
2024-05-23 07:45 PDT,2024-05-23 07:46 PDT,2,0,1,0,0,5,2,23.781,7.562,TRUE,TRUE,27,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run2/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/2/Run2.mmdl,c:/git/dual_numbers/data/sim_0_1_0_0.csv ,7,3,FALSE,0.00569577406846676,0.977891426099484,-0.00163884483652095,0.982145381389425,5
2024-05-23 07:46 PDT,2024-05-23 07:48 PDT,3,0,2,0,0,5,3,65.547,13.078,TRUE,TRUE,52,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run3/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/3/Run3.mmdl,c:/git/dual_numbers/data/sim_0_2_0_0.csv ,8,1,FALSE,0.00117559153350391,0.973444843421988,0.00349573703676338,0.97527314071694,4
2024-05-23 07:48 PDT,2024-05-23 07:49 PDT,4,0,3,0,0,5,4,31.234,13.984,TRUE,TRUE,43,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run4/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/4/Run4.mmdl,c:/git/dual_numbers/data/sim_0_3_0_0.csv ,9,1,FALSE,0.00185552456773484,0.973047904776242,0.0046149346157624,0.978196026773643,3
2024-05-23 07:49 PDT,2024-05-23 07:50 PDT,5,0,4,0,0,5,3,13.281,5.828,TRUE,TRUE,35,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run5/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/5/Run5.mmdl,c:/git/dual_numbers/data/sim_0_4_0_0.csv ,8,1,FALSE,0.00526015666142355,0.97581246647347,0.00272918968611354,0.982474700874364,3
2024-05-23 07:50 PDT,2024-05-23 07:51 PDT,6,0,5,0,0,5,6,25.375,13.422,TRUE,TRUE,36,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run6/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/6/Run6.mmdl,c:/git/dual_numbers/data/sim_0_5_0_0.csv ,11,1,FALSE,0.000620784074154455,0.977168048397774,0.000874716532138851,0.971133985246864,3
2024-05-23 07:51 PDT,2024-05-23 07:52 PDT,7,1,0,0,0,7,1,46.641,10.984,TRUE,TRUE,58,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run7/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/7/Run7.mmdl,c:/git/dual_numbers/data/sim_1_0_0_0.csv ,8,3,FALSE,-0.000266530982907378,0.97386566013816,0.00426352625798126,0.976464853836361,14
2024-05-23 07:52 PDT,2024-05-23 07:53 PDT,8,1,1,0,0,7,2,51.328,0.031,TRUE,TRUE,42,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run8/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/8/Run8.mmdl,c:/git/dual_numbers/data/sim_1_1_0_0.csv ,9,3,FALSE,0.00583122851326494,0.976928176192018,-0.000749857223218458,0.981349717369459,3
2024-05-23 07:53 PDT,2024-05-23 07:57 PDT,9,1,2,0,0,7,3,130.391,77.734,TRUE,TRUE,39,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run9/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/9/Run9.mmdl,c:/git/dual_numbers/data/sim_1_2_0_0.csv ,10,3,FALSE,-0.000368113209232465,0.974013473814129,0.00515322202266843,0.978770957204325,5
2024-05-23 07:57 PDT,2024-05-23 08:01 PDT,10,1,3,0,0,7,4,188.109,30.938,TRUE,TRUE,83,NLME,TRUE,C:/git/Dual_numbers/CompileResults/NLME/Run10/nlme7engine.log,c:/git/dual_numbers/compileresults/nlme/../nlme/10/Run10.mmdl,c:/git/dual_numbers/data/sim_1_3_0_0.csv ,11,3,FALSE,0.00212711626550405,0.973044718465288,0.00291212339413371,0.978866393394155,4
