"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7431.07876
"WorkFlow",1,"GAMMA",1.50316
"WorkFlow",1,"CMultStdev",0.95471
"WorkFlow",1,"tvVmax",4132.19
"WorkFlow",1,"tvKm",3829.31
"WorkFlow",1,"tvV",50.1405
"WorkFlow",1,"tvKa",1.18786
"WorkFlow",1,"dVdWT",1.10292
"WorkFlow",2,"-2LL",7344.74696
"WorkFlow",2,"GAMMA",1.397
"WorkFlow",2,"CMultStdev",0.90533
"WorkFlow",2,"tvVmax",4249.75
"WorkFlow",2,"tvKm",3706.65
"WorkFlow",2,"tvV",49.8509
"WorkFlow",2,"tvKa",1.1749
"WorkFlow",2,"dVdWT",1.09735
"WorkFlow",3,"-2LL",7278.61378
"WorkFlow",3,"GAMMA",1.32254
"WorkFlow",3,"CMultStdev",0.845275
"WorkFlow",3,"tvVmax",4385.09
"WorkFlow",3,"tvKm",3615.05
"WorkFlow",3,"tvV",49.6637
"WorkFlow",3,"tvKa",1.17246
"WorkFlow",3,"dVdWT",1.08916
"WorkFlow",4,"-2LL",7227.49752
"WorkFlow",4,"GAMMA",1.28911
"WorkFlow",4,"CMultStdev",0.78076
"WorkFlow",4,"tvVmax",4544.39
"WorkFlow",4,"tvKm",3516.02
"WorkFlow",4,"tvV",49.4512
"WorkFlow",4,"tvKa",1.17813
"WorkFlow",4,"dVdWT",1.08356
"WorkFlow",5,"-2LL",7099.92232
"WorkFlow",5,"GAMMA",1.26852
"WorkFlow",5,"CMultStdev",0.566719
"WorkFlow",5,"tvVmax",5164.85
"WorkFlow",5,"tvKm",3059.05
"WorkFlow",5,"tvV",48.1518
"WorkFlow",5,"tvKa",1.21126
"WorkFlow",5,"dVdWT",1.06829
"WorkFlow",6,"-2LL",7076.65164
"WorkFlow",6,"GAMMA",1.32103
"WorkFlow",6,"CMultStdev",0.401913
"WorkFlow",6,"tvVmax",6644.69
"WorkFlow",6,"tvKm",1891.75
"WorkFlow",6,"tvV",43.8605
"WorkFlow",6,"tvKa",1.22691
"WorkFlow",6,"dVdWT",1.03459
"WorkFlow",7,"-2LL",7025.06352
"WorkFlow",7,"GAMMA",1.39097
"WorkFlow",7,"CMultStdev",0.558252
"WorkFlow",7,"tvVmax",6796.51
"WorkFlow",7,"tvKm",1871.22
"WorkFlow",7,"tvV",45.0862
"WorkFlow",7,"tvKa",1.16841
"WorkFlow",7,"dVdWT",1.04704
"WorkFlow",8,"-2LL",7020.33826
"WorkFlow",8,"GAMMA",1.51892
"WorkFlow",8,"CMultStdev",0.51247
"WorkFlow",8,"tvVmax",6804.19
"WorkFlow",8,"tvKm",1778.53
"WorkFlow",8,"tvV",46.6313
"WorkFlow",8,"tvKa",1.09457
"WorkFlow",8,"dVdWT",1.05894
"WorkFlow",9,"-2LL",7014.62528
"WorkFlow",9,"GAMMA",1.52238
"WorkFlow",9,"CMultStdev",0.510522
"WorkFlow",9,"tvVmax",6742
"WorkFlow",9,"tvKm",1572.88
"WorkFlow",9,"tvV",46.5577
"WorkFlow",9,"tvKa",1.03152
"WorkFlow",9,"dVdWT",1.06431
"WorkFlow",10,"-2LL",7009.20464
"WorkFlow",10,"GAMMA",1.49415
"WorkFlow",10,"CMultStdev",0.509188
"WorkFlow",10,"tvVmax",6229.93
"WorkFlow",10,"tvKm",1541.8
"WorkFlow",10,"tvV",46.0729
"WorkFlow",10,"tvKa",0.995264
"WorkFlow",10,"dVdWT",1.07156
"WorkFlow",11,"-2LL",6998.60916
"WorkFlow",11,"GAMMA",1.50394
"WorkFlow",11,"CMultStdev",0.500113
"WorkFlow",11,"tvVmax",5234.33
"WorkFlow",11,"tvKm",1347.92
"WorkFlow",11,"tvV",43.9123
"WorkFlow",11,"tvKa",0.987943
"WorkFlow",11,"dVdWT",1.08997
"WorkFlow",12,"-2LL",6987.68228
"WorkFlow",12,"GAMMA",1.58655
"WorkFlow",12,"CMultStdev",0.488668
"WorkFlow",12,"tvVmax",3855.45
"WorkFlow",12,"tvKm",970.084
"WorkFlow",12,"tvV",41.3312
"WorkFlow",12,"tvKa",1.01609
"WorkFlow",12,"dVdWT",1.13372
"WorkFlow",13,"-2LL",6983.58458
"WorkFlow",13,"GAMMA",1.61476
"WorkFlow",13,"CMultStdev",0.498442
"WorkFlow",13,"tvVmax",3967.27
"WorkFlow",13,"tvKm",966.239
"WorkFlow",13,"tvV",42.4345
"WorkFlow",13,"tvKa",1.06156
"WorkFlow",13,"dVdWT",1.14246
"WorkFlow",14,"-2LL",6979.61544
"WorkFlow",14,"GAMMA",1.71232
"WorkFlow",14,"CMultStdev",0.503711
"WorkFlow",14,"tvVmax",3919.18
"WorkFlow",14,"tvKm",861.246
"WorkFlow",14,"tvV",45.464
"WorkFlow",14,"tvKa",1.10304
"WorkFlow",14,"dVdWT",1.17762
"WorkFlow",15,"-2LL",6978.69192
"WorkFlow",15,"GAMMA",1.73666
"WorkFlow",15,"CMultStdev",0.507451
"WorkFlow",15,"tvVmax",3743.12
"WorkFlow",15,"tvKm",837.935
"WorkFlow",15,"tvV",45.4345
"WorkFlow",15,"tvKa",1.1393
"WorkFlow",15,"dVdWT",1.18415
"WorkFlow",16,"-2LL",6977.78332
"WorkFlow",16,"GAMMA",1.77759
"WorkFlow",16,"CMultStdev",0.509119
"WorkFlow",16,"tvVmax",3634.6
"WorkFlow",16,"tvKm",767.918
"WorkFlow",16,"tvV",44.9103
"WorkFlow",16,"tvKa",1.16688
"WorkFlow",16,"dVdWT",1.18388
"WorkFlow",17,"-2LL",6976.77528
