Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,GAMMA,1.59094109374549,,1.18717228600348,74.6207569010973,-0.741919833979806,3.92380202147079,
WorkFlow,CMultStdev,1.04584567383368,,0.236785889328234,22.6406146960732,0.58054796097172,1.51114338669564,
WorkFlow,tvVmax,4013.18154206759,,15040.2560450488,374.771384932168,-25541.7752945644,33568.1383786996,
WorkFlow,tvKm,3984.21816903072,,9493.0417971523,238.266113812281,-14670.1478020553,22638.5841401167,
WorkFlow,tvV,48.3689148033799,,63.2705077425064,130.808201919976,-75.9612242421682,172.699053848928,
WorkFlow,tvKa,1.18577661829173,,1.89837469219529,160.095473541227,-2.54463740654506,4.91619064312852,
WorkFlow,K12,1.67754896338044,,0.0349846388065735,2.08546156149599,1.60880216234351,1.74629576441737,
WorkFlow,K21,3.48155297311367,,8.08797699421208,232.309462377036,-12.4117809065513,19.3748868527787,
WorkFlow,K13,0.775178421394401,,1.84134519863124,237.538242527314,-2.84316941150708,4.39352625429588,
WorkFlow,K31,0.814098399405007,,1.0606137918071,130.280785784896,-1.27006790356924,2.89826470237926,
WorkFlow,dVdWT,1.0909797905378,,0.330630073202233,30.3057926526071,0.441272929622936,1.74068665145266,
WorkFlow,CEps,0.514418912538139,,2.07976555506215,404.294147118465,-3.57243845385694,4.60127627893322,
