Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,1.08249219603707,0.665784
WorkFlow,2,0.305380766227706,0.913037
WorkFlow,3,0.480443828311347,0.814039
WorkFlow,4,-0.362086646529265,0.987013
WorkFlow,5,0.437578593979056,0.904494
WorkFlow,6,0.62124164793315,0.761117
WorkFlow,7,0.424935009367098,0.908859
WorkFlow,8,0.297098730308079,0.932601
WorkFlow,9,0.306394528149671,0.928306
WorkFlow,10,0.849424114366009,0.769688
WorkFlow,11,-0.225613803848053,0.981944
WorkFlow,12,0.619750484038338,0.882415
WorkFlow,13,0.232604025265746,0.869021
WorkFlow,14,1.10918025677733,0.481491
WorkFlow,15,-0.845842333398598,0.99219
WorkFlow,16,0.83638789591348,0.785077
WorkFlow,17,-0.135561994296315,0.95437
WorkFlow,18,0.312813508164837,0.933563
WorkFlow,19,-0.172620860977189,0.970914
WorkFlow,20,0.341687879530804,0.922302
WorkFlow,21,0.457678779400334,0.925077
WorkFlow,22,0.17499335857288,0.947214
WorkFlow,23,0.564587582439149,0.85884
WorkFlow,24,0.946566916440997,0.555574
WorkFlow,25,0.762810441684361,0.856586
WorkFlow,26,0.282471860579537,0.904198
WorkFlow,27,0.124356567551302,0.909729
WorkFlow,28,-0.0483165628742514,0.87554
WorkFlow,29,-0.00177491625184933,0.918282
WorkFlow,30,0.37131172357022,0.909628
WorkFlow,31,-0.29656713054961,0.982453
WorkFlow,32,0.513991975741868,0.854467
WorkFlow,33,-0.699334888673774,0.985906
WorkFlow,34,0.405298823473231,0.887848
WorkFlow,35,0.424909718942711,0.782312
WorkFlow,36,1.20689849310275,0.652607
WorkFlow,37,-0.190874823461295,0.939237
WorkFlow,38,-0.418628212726695,0.970048
WorkFlow,39,0.35281423385556,0.941996
WorkFlow,40,0.574333316043721,0.892226
WorkFlow,41,0.152960219997931,0.918123
WorkFlow,42,0.169029288855937,0.909433
WorkFlow,43,0.278150493357604,0.933011
WorkFlow,44,0.34440746812742,0.919688
WorkFlow,45,0.806289882869855,0.735003
WorkFlow,46,0.911642296267818,0.713981
WorkFlow,47,0.107962801410783,0.939682
WorkFlow,48,0.474124494843437,0.906994
WorkFlow,49,1.04437362847432,0.732073
WorkFlow,50,0.149789163381595,0.954235
WorkFlow,51,-0.105038983124209,0.958568
WorkFlow,52,0.517530606158686,0.818817
WorkFlow,53,-0.147109933298854,0.962823
WorkFlow,54,-0.802914558689157,0.96867
WorkFlow,55,0.0706463913600785,0.970963
WorkFlow,56,0.0941224350269974,0.977862
WorkFlow,57,1.04797200227464,0.702904
WorkFlow,58,0.291898992678236,0.840631
WorkFlow,59,-0.533116001515741,0.982438
WorkFlow,60,0.712022282750064,0.805233
