Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,dVdWT,CEps
WorkFlow,1.40937803665473,,,,,,,,,,,
WorkFlow,0.0607156450404802,0.0560675573849629,,,,,,,,,,
WorkFlow,6072.82188384795,56.0522315261874,226209301.900628,,,,,,,,,
WorkFlow,-2386.15796481498,112.691685844428,115412935.481825,90117842.5624805,,,,,,,,
WorkFlow,4.47471688758043,-4.72142501027668,-123391.014559627,-106634.677583252,4003.15714999456,,,,,,,
WorkFlow,0.0843959381549756,-0.17450122507951,-3070.18088053366,-2829.0490799881,118.257263915927,3.60382647196757,,,,,,
WorkFlow,-0.0104956842665597,-0.00468317110702689,41.4051891862564,21.680064074807,-1.03834759715345,-0.0264601806052136,0.00122392495242641,,,,,
WorkFlow,0.189763918980183,-0.949617117389707,-13479.2005169141,-12907.2178751322,463.992227955211,13.4559103287204,-0.0787037119454943,65.4153718589039,,,,
WorkFlow,-0.0545890527180248,0.209600664425157,3085.79343081854,2932.36972793826,-105.695529673669,-3.05815233558829,0.0190335749702568,-14.8895933033816,3.39055214052231,,,
WorkFlow,0.163738813617721,-0.00603476223570994,-1156.3533974361,-1343.8860955749,44.7378385754607,1.41973470573655,-0.0174022849336646,2.65677952384817,-0.602388885262755,1.12490161537144,,
WorkFlow,0.126386216773422,-0.035917176617537,1249.08242698195,-412.996554229244,1.3671664144685,0.0743051272925792,0.00483536442877569,0.478075731898203,-0.10261735909505,-0.0137133668944342,0.109316245305714,
WorkFlow,0.180676967879923,0.129922665597278,10440.4432324313,6509.72739677104,-46.8351374105359,-1.54100768745697,0.000839809494773924,-5.31618359433245,1.19506122576243,-0.617447557776435,-0.131014797312796,4.32542476402298
