"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7599.52794
"WorkFlow",1,"GAMMA",1.4876
"WorkFlow",1,"CMultStdev",0.966416
"WorkFlow",1,"tvVmax",4121.48
"WorkFlow",1,"tvKm",3825.8
"WorkFlow",1,"tvV",49.9332
"WorkFlow",1,"tvKa",1.19631
"WorkFlow",2,"-2LL",7416.52168
"WorkFlow",2,"GAMMA",1.36578
"WorkFlow",2,"CMultStdev",0.939562
"WorkFlow",2,"tvVmax",4230.96
"WorkFlow",2,"tvKm",3678.41
"WorkFlow",2,"tvV",49.5779
"WorkFlow",2,"tvKa",1.19036
"WorkFlow",3,"-2LL",7339.54808
"WorkFlow",3,"GAMMA",1.27534
"WorkFlow",3,"CMultStdev",0.899281
"WorkFlow",3,"tvVmax",4268.93
"WorkFlow",3,"tvKm",3811.37
"WorkFlow",3,"tvV",49.4307
"WorkFlow",3,"tvKa",1.17177
"WorkFlow",4,"-2LL",7124.28314
"WorkFlow",4,"GAMMA",1.30235
"WorkFlow",4,"CMultStdev",0.390129
"WorkFlow",4,"tvVmax",7478.7
"WorkFlow",4,"tvKm",4814.65
"WorkFlow",4,"tvV",47.759
"WorkFlow",4,"tvKa",1.29417
"WorkFlow",5,"-2LL",7069.07528
"WorkFlow",5,"GAMMA",1.06455
"WorkFlow",5,"CMultStdev",0.491493
"WorkFlow",5,"tvVmax",16382.1
"WorkFlow",5,"tvKm",6956.46
"WorkFlow",5,"tvV",35.8151
"WorkFlow",5,"tvKa",1.48944
"WorkFlow",6,"-2LL",7031.93056
"WorkFlow",6,"GAMMA",1.09556
"WorkFlow",6,"CMultStdev",0.514274
"WorkFlow",6,"tvVmax",17825.6
"WorkFlow",6,"tvKm",6738.83
"WorkFlow",6,"tvV",39.1187
"WorkFlow",6,"tvKa",1.2744
"WorkFlow",7,"-2LL",7009.25136
"WorkFlow",7,"GAMMA",1.14595
"WorkFlow",7,"CMultStdev",0.523045
"WorkFlow",7,"tvVmax",18676.4
"WorkFlow",7,"tvKm",6578.49
"WorkFlow",7,"tvV",36.6473
"WorkFlow",7,"tvKa",1.05592
"WorkFlow",8,"-2LL",7002.97406
"WorkFlow",8,"GAMMA",1.12998
"WorkFlow",8,"CMultStdev",0.536009
"WorkFlow",8,"tvVmax",19191.1
"WorkFlow",8,"tvKm",7066.62
"WorkFlow",8,"tvV",38.6333
"WorkFlow",8,"tvKa",0.884209
"WorkFlow",9,"-2LL",6997.2
"WorkFlow",9,"GAMMA",1.12159
"WorkFlow",9,"CMultStdev",0.569964
"WorkFlow",9,"tvVmax",19532.1
"WorkFlow",9,"tvKm",7131.43
"WorkFlow",9,"tvV",43.9356
"WorkFlow",9,"tvKa",0.958043
"WorkFlow",10,"-2LL",6946.07986
"WorkFlow",10,"GAMMA",1.26857
"WorkFlow",10,"CMultStdev",0.608844
"WorkFlow",10,"tvVmax",22342.3
"WorkFlow",10,"tvKm",6997.37
"WorkFlow",10,"tvV",40.5418
"WorkFlow",10,"tvKa",0.901282
"WorkFlow",11,"-2LL",6928.91868
"WorkFlow",11,"GAMMA",1.29512
"WorkFlow",11,"CMultStdev",0.572794
"WorkFlow",11,"tvVmax",23456.8
"WorkFlow",11,"tvKm",6868.98
"WorkFlow",11,"tvV",40.9964
"WorkFlow",11,"tvKa",0.838716
"WorkFlow",12,"-2LL",6920.72788
"WorkFlow",12,"GAMMA",1.31502
"WorkFlow",12,"CMultStdev",0.542795
"WorkFlow",12,"tvVmax",23138.5
"WorkFlow",12,"tvKm",6348.18
"WorkFlow",12,"tvV",43.2205
"WorkFlow",12,"tvKa",0.756459
"WorkFlow",13,"-2LL",6916.73456
"WorkFlow",13,"GAMMA",1.32038
"WorkFlow",13,"CMultStdev",0.513502
"WorkFlow",13,"tvVmax",22049
"WorkFlow",13,"tvKm",6028.41
"WorkFlow",13,"tvV",42.2052
"WorkFlow",13,"tvKa",0.779807
"WorkFlow",14,"-2LL",6914.90722
"WorkFlow",14,"GAMMA",1.32071
"WorkFlow",14,"CMultStdev",0.485893
"WorkFlow",14,"tvVmax",19291
"WorkFlow",14,"tvKm",5492.95
"WorkFlow",14,"tvV",42.0289
"WorkFlow",14,"tvKa",0.828122
"WorkFlow",15,"-2LL",6913.23282
"WorkFlow",15,"GAMMA",1.3113
"WorkFlow",15,"CMultStdev",0.486581
"WorkFlow",15,"tvVmax",18696.8
"WorkFlow",15,"tvKm",5508.01
"WorkFlow",15,"tvV",42.2785
"WorkFlow",15,"tvKa",0.847199
"WorkFlow",16,"-2LL",6911.4052
"WorkFlow",16,"GAMMA",1.30964
"WorkFlow",16,"CMultStdev",0.490397
"WorkFlow",16,"tvVmax",17453.7
"WorkFlow",16,"tvKm",5273.4
