Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,,
WorkFlow,0.227655275868353,1,,,,,
WorkFlow,-0.773724652839062,-0.254917253158982,1,,,,
WorkFlow,-0.865792375659806,-0.28346530927326,0.967769559187483,1,,,
WorkFlow,0.176666191260757,0.0254895006737018,-0.409861041725751,-0.445472023973701,1,,
WorkFlow,0.260730407018984,0.0419616079649499,-0.519638341347949,-0.517316063421989,0.645276797167345,1,
WorkFlow,-0.133801405476551,-0.1424581884668,0.129194054965317,0.169932258346643,-0.0435006842381872,-0.0195066690942456,1
