Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,CMultStdev,0.486643938145564,,0.0194264487909147,3.99192248545053,0.44847007553305,0.524817800758078,
WorkFlow,tvVmax,6210.90942548998,,687.798984092604,11.0740462784698,4859.35288490101,7562.46596607895,
WorkFlow,tvKm,2656.20386858185,,337.662702142779,12.712228384904,1992.68117641606,3319.72656074764,
WorkFlow,tvV,72.1184338270247,,5.27015490028553,7.3076391438643,61.7623378016794,82.47452985237,
WorkFlow,tvKa,1.27885576412006,,0.153167080090663,11.9768846798804,0.977875428749895,1.57983609949023,
WorkFlow,K12,0.280259880534725,,0.0240326687008667,8.57513699606712,0.233034584595511,0.327485176473939,
WorkFlow,K21,1.63340752980287,,0.0840639013346111,5.14653568082648,1.46821810919605,1.79859695040969,
WorkFlow,K13,0.038703423192161,,0.00613574235856373,15.8532291267881,0.0266464081225239,0.0507604382617981,
WorkFlow,K31,0.0465979989745777,,0.00569669461020492,12.2251915008472,0.0354037328616115,0.0577922650875439,
WorkFlow,CEps,0.500764637012425,,1.04331813319408,208.345010026776,-1.54940333276708,2.55093260679193,
