Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3208.902290,6417.804580,6441.804580,6491.890013,12,480,60,0.102080,555477.680150
