Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.327144333370314,0
WorkFlow,nV,0,0.283579720239748
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.278024349753884,0.228014998678122
