
 WorkFlow
Start 2024-10-19 14:12:26  Run : 1.71666666666667 nSubj: 60 nObs : 480
 Iter     -2LL CMultStdev   tvVmax    tvKm     tvV     tvKa       K12      K21       K13       K31    dVdWT
    1 7561.596   1.191600  3999.89 4000.25 41.4008 1.173140 0.6779670 4.388170 0.1213380 0.0453733 1.093820
    2 7561.260   1.191590  3999.91 4000.24 41.4011 1.173140 0.6780270 4.388130 0.1213370 0.0453732 1.093820
    3 7155.247   1.171530  4042.63 3964.28 42.0187 1.168890 0.7333830 4.213100 0.1172100 0.0450012 1.094710
    4 6853.949   1.133350  4021.81 3970.36 42.8011 1.165320 0.7834980 3.984650 0.1152250 0.0459823 1.094680
    5 6791.244   1.086190  4022.61 3968.52 43.7995 1.153400 0.7944350 3.912110 0.1153880 0.0466068 1.094840
    6 6673.167   0.809875  4190.85 3828.71 49.9981 1.060370 0.7912270 3.870430 0.1180020 0.0478114 1.095490
    7 6622.576   0.583667  4536.62 3551.83 54.8022 0.960592 0.7548180 4.035370 0.1158880 0.0497815 1.094620
    8 6557.517   0.635728  4684.07 3418.38 50.8671 1.001590 0.7370480 4.075240 0.1083880 0.0527315 1.092510
    9 6455.764   0.532184  5400.08 2831.83 45.7644 1.008260 0.6811340 4.187790 0.0893386 0.0633548 1.089770
   10 6432.403   0.476031  5787.75 2569.13 47.2870 1.009420 0.6547330 4.207450 0.0873292 0.0663945 1.091640
   11 6415.488   0.475120  6062.55 2405.49 52.7818 1.034560 0.6451020 4.138340 0.0940566 0.0658705 1.096820
   12 6399.158   0.487031  6377.96 2183.25 53.5200 1.092670 0.6341640 4.108480 0.0940597 0.0676878 1.097650
   13 6389.062   0.507390  6865.83 1873.67 55.9243 1.204630 0.6192680 4.034650 0.0966635 0.0692791 1.096820
   14 6387.543   0.515192  6951.43 1831.95 56.6279 1.252810 0.6174800 4.002430 0.0981899 0.0688361 1.092840
   15 6386.736   0.515598  7020.82 1807.24 57.1353 1.302850 0.6142710 3.972550 0.0990471 0.0682593 1.084790
   16 6386.250   0.511989  7052.98 1803.36 57.2967 1.342230 0.6096450 3.945040 0.0987901 0.0676412 1.072910
   17 6385.764   0.506560  7096.30 1803.03 57.5355 1.389520 0.6012590 3.912080 0.0974168 0.0669218 1.053940
   18 6385.087   0.498924  7159.91 1812.03 58.1209 1.463270 0.5834630 3.850780 0.0937545 0.0656460 1.015960
   19 6384.047   0.492533  7256.39 1829.83 59.4737 1.565830 0.5535300 3.751690 0.0872353 0.0636989 0.955290
   20 6381.661   0.485838  7519.56 1865.23 63.8310 1.808300 0.4788710 3.500940 0.0712756 0.0590110 0.812154
   21 6379.591   0.490027  7771.70 1934.79 69.3836 2.053150 0.4032120 3.227890 0.0554789 0.0536804 0.671819
   22 6378.464   0.500633  7814.28 1978.44 71.5944 2.112350 0.3822300 3.138370 0.0513352 0.0517265 0.638530
   23 6377.755   0.507704  7866.63 1965.36 72.8991 2.113930 0.3760920 3.112250 0.0506525 0.0512839 0.643287
   24 6377.240   0.513189  7950.46 1962.17 74.9548 2.132120 0.3590940 3.051510 0.0476475 0.0500524 0.640713
   25 6376.320   0.518209  7909.43 1960.17 74.9808 2.043820 0.3628150 3.075910 0.0483610 0.0500951 0.697328
   26 6375.206   0.517844  7891.17 1939.37 74.5989 1.927180 0.3649440 3.108760 0.0486362 0.0500848 0.780378
   27 6374.072   0.512847  7915.70 1952.21 74.7573 1.886540 0.3493880 3.068140 0.0452365 0.0482574 0.829072
   28 6372.759   0.504159  7946.90 1985.88 74.3910 1.896480 0.3297190 2.990720 0.0413922 0.0452498 0.864011
   29 6371.527   0.496385  8031.84 2007.72 74.1681 1.934280 0.3060850 2.871560 0.0378399 0.0411051 0.910189
   30 6370.387   0.494638  8165.97 1997.83 74.4423 1.992310 0.2868320 2.748950 0.0360255 0.0374173 0.948932
   31 6369.651   0.499051  8350.24 1976.12 76.1696 2.086270 0.2663590 2.618150 0.0341586 0.0345578 0.943444
   32 6369.425   0.503040  8391.47 1976.75 76.8765 2.115530 0.2635040 2.585590 0.0343798 0.0342325 0.929775
   33 6369.374   0.504171  8466.21 1979.78 78.0154 2.150790 0.2529260 2.532790 0.0328560 0.0334441 0.915661
   34 6369.345   0.504131  8536.56 1991.99 78.8293 2.178580 0.2417180 2.469010 0.0314429 0.0323756 0.914139
   35 6369.226   0.502898  8554.74 1998.53 78.6301 2.170050 0.2402500 2.451940 0.0316695 0.0324135 0.924428
   36 6369.126   0.501273  8598.07 1994.56 78.2581 2.166200 0.2388830 2.432150 0.0321175 0.0326988 0.930215
   37 6369.083   0.500933  8669.76 1985.83 78.2164 2.175330 0.2345860 2.397190 0.0321200 0.0326753 0.930940
   38 6369.077   0.501631  8724.64 1981.64 78.4183 2.188680 0.2304030 2.367050 0.0318535 0.0324604 0.926496
   39 6369.061   0.502508  8717.11 1978.76 78.3815 2.184400 0.2323580 2.377520 0.0321239 0.0326721 0.924043
   40 6369.036   0.504061  8738.07 1971.05 78.3261 2.177050 0.2338170 2.381040 0.0325139 0.0329649 0.920363
   41 6369.008   0.504767  8754.86 1965.98 78.1056 2.161200 0.2363710 2.390630 0.0330492 0.0333905 0.918138
   42 6368.948   0.505507  8840.08 1959.70 77.7216 2.131750 0.2378250 2.383000 0.0338821 0.0339899 0.913271
   43 6368.855   0.505480  9010.50 1960.45 77.2295 2.091630 0.2362970 2.346020 0.0347772 0.0345005 0.905052
   44 6368.712   0.504475  9358.18 1976.68 76.7615 2.045480 0.2266550 2.240090 0.0354085 0.0345019 0.888620
   45 6368.585   0.502797  9764.61 2010.70 76.7478 2.028220 0.2099400 2.091910 0.0350210 0.0335995 0.868438
   46 6368.523   0.501703  9991.38 2043.44 77.1052 2.040370 0.1973810 1.993770 0.0341071 0.0326374 0.857223
   47 6368.486   0.501429 10124.00 2064.80 77.5410 2.057940 0.1887550 1.930840 0.0332975 0.0319485 0.854469
   48 6368.430   0.501339 10336.00 2093.82 78.1156 2.078710 0.1772950 1.842560 0.0323830 0.0312133 0.853526
   49 6368.324   0.501458 10773.00 2140.83 78.8925 2.106290 0.1588870 1.688030 0.0313485 0.0303893 0.851927
   50 6368.134   0.501708 11627.60 2224.88 79.7977 2.141100 0.1313840 1.433990 0.0305285 0.0298653 0.848329
   51 6367.932   0.502312 12363.70 2282.08 80.1585 2.170580 0.1135760 1.250610 0.0307842 0.0304621 0.847298
   52 6367.750   0.502666 12877.70 2294.47 79.8086 2.180080 0.1058210 1.149440 0.0320758 0.0319832 0.843951
   53 6367.701   0.501867 13083.00 2293.05 79.0960 2.149810 0.1058760 1.126190 0.0333256 0.0330545 0.835561
   54 6367.692   0.501640 13064.20 2283.13 78.8502 2.132950 0.1075160 1.136610 0.0336507 0.0332035 0.832685
   55 6367.689   0.501547 13001.20 2278.73 78.7259 2.125300 0.1095810 1.153210 0.0338150 0.0333243 0.833147
   56 6367.689   0.501596 13035.70 2282.40 78.7644 2.124860 0.1085580 1.143940 0.0337537 0.0332476 0.833119
   57 6367.688   0.501735 13054.90 2284.21 78.8238 2.126320 0.1076720 1.136140 0.0336665 0.0331686 0.833557
   58 6367.685   0.502078 13142.30 2292.94 78.9656 2.127610 0.1043440 1.102930 0.0334555 0.0329776 0.834076
   59 6367.677   0.502611 13336.00 2313.35 79.2221 2.129740 0.0971058 1.026720 0.0330507 0.0326291 0.833828
   60 6367.655   0.503362 13741.60 2359.31 79.6569 2.131140 0.0826501 0.867805 0.0322911 0.0319855 0.831821
   61 6367.593   0.504395 14467.80 2451.66 80.3676 2.130040 0.0586687 0.596156 0.0308926 0.0308226 0.827466
   62 6367.552   0.504752 14710.50 2486.80 80.6254 2.129480 0.0510347 0.508875 0.0303485 0.0303775 0.826502
   63 6367.503   0.505129 14965.30 2523.97 80.8974 2.129010 0.0436237 0.424985 0.0297806 0.0299137 0.825577
   64 6367.447   0.505537 15230.20 2563.26 81.1881 2.128620 0.0364958 0.345265 0.0291799 0.0294224 0.824811
   65 6367.380   0.506085 15511.90 2610.28 81.5562 2.127970 0.0289306 0.261198 0.0283980 0.0287769 0.825106
   66 6367.214   0.506010 15638.60 2653.32 81.7588 2.122530 0.0232911 0.193175 0.0276058 0.0281432 0.825042
   67 6366.689   0.503299 15232.30 2668.16 81.4065 2.123260 0.0241677 0.182251 0.0270265 0.0280047 0.821236
