Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.307554051121235,0.094955
WorkFlow,2,0.0628212465115587,0.165427
WorkFlow,3,-0.0398522357750524,0.147936
WorkFlow,4,-0.116516559673731,0.265205
WorkFlow,5,0.328250015582066,0.124056
WorkFlow,6,0.212471327792066,0.092801
WorkFlow,7,0.028239087529501,0.184516
WorkFlow,8,0.139021476933174,0.160627
WorkFlow,9,0.149799582024471,0.159052
WorkFlow,10,0.333918885299314,0.102742
WorkFlow,11,-0.0821953986040992,0.242159
WorkFlow,12,0.404789595674363,0.11845
WorkFlow,13,-0.0550613115688418,0.139747
WorkFlow,14,0.185263501154232,0.075359
WorkFlow,15,-0.747066415123366,0.479899
WorkFlow,16,0.270443674497098,0.110121
WorkFlow,17,-0.673854321686274,0.44586
WorkFlow,18,0.215242270142886,0.139137
WorkFlow,19,-0.38725210526535,0.331501
WorkFlow,20,0.30082256375698,0.12429
WorkFlow,21,0.535630572492612,0.103429
WorkFlow,22,0.114033236510896,0.169709
WorkFlow,23,0.102066223804455,0.147404
WorkFlow,24,0.151756811392491,0.08393
WorkFlow,25,0.551307385008126,0.091857
WorkFlow,26,0.0359602320820569,0.165559
WorkFlow,27,0.165144312289667,0.112331
WorkFlow,28,-0.411016085693055,0.206835
WorkFlow,29,-0.410075489017676,0.257986
WorkFlow,30,0.209911474902015,0.13482
WorkFlow,31,-0.389790164136802,0.357876
WorkFlow,32,0.385192031079516,0.093726
WorkFlow,33,-0.79610289888815,0.513448
WorkFlow,34,-0.00477900160012229,0.18022
WorkFlow,35,0.0338448513249221,0.118541
WorkFlow,36,0.39059849429122,0.091825
WorkFlow,37,0.0317836275091725,0.129819
WorkFlow,38,-0.920264431163721,0.54228
WorkFlow,39,0.462924570632842,0.116058
WorkFlow,40,0.699317094684058,0.076505
WorkFlow,41,-0.248365771945145,0.239595
WorkFlow,42,-0.437261469065497,0.302593
WorkFlow,43,-0.0931338540066273,0.223986
WorkFlow,44,0.248095660724605,0.130668
WorkFlow,45,0.604829729295884,0.069019
WorkFlow,46,0.0925236904917228,0.131882
WorkFlow,47,-0.0947882305122869,0.204234
WorkFlow,48,0.356434692001686,0.111357
WorkFlow,49,0.500448445967521,0.087715
WorkFlow,50,0.167909397331225,0.166694
WorkFlow,51,-0.430588586740844,0.323995
WorkFlow,52,-0.0437939544370261,0.152049
WorkFlow,53,-0.275926761979456,0.280682
WorkFlow,54,-0.875343712297379,0.377474
WorkFlow,55,-0.0820834227007943,0.271698
WorkFlow,56,0.236198747069495,0.195157
WorkFlow,57,0.614824653568729,0.073574
WorkFlow,58,-0.185728203700235,0.172086
WorkFlow,59,-0.762693450214376,0.483328
WorkFlow,60,0.392948019480362,0.091294
