Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,,
WorkFlow,0.119047831394422,1,,,,,
WorkFlow,-0.397737125687373,0.1069137860315,1,,,,
WorkFlow,-0.845707799168371,-0.216039261345036,0.413602985488797,1,,,
WorkFlow,0.0778657193329765,0.624282070057246,-0.0660496414409736,-0.223318986171157,1,,
WorkFlow,-0.0903016281927739,-0.0758506333438742,-0.190776132020196,-0.0566365585694181,0.194896397625742,1,
WorkFlow,0.268154834720536,-0.0559246564105163,0.176695807417915,-0.274508102360073,-0.0823785390591172,0.332013623140735,1
