Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,Omega
WorkFlow,nVmax,0.140307911699992,0,0,0
WorkFlow,nKm,0,0.123417978618369,0,0
WorkFlow,nV,0,0,0.141873440779004,0
WorkFlow,nKa,0,0,0,0.370042842031639
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0,0
WorkFlow,nKm,0,1,0,0
WorkFlow,nV,0,0,1,0
WorkFlow,nKa,0,0,0,1
WorkFlow,Shrinkage,0.167415652724332,0.164414738128508,0.432400276553799,0.316421093014433
