Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,
WorkFlow,0.0814502578860009,1,,,,
WorkFlow,0.13380492604476,0.902551205912841,1,,,
WorkFlow,-0.156200829653099,-0.573013190290966,-0.660337122977526,1,,
WorkFlow,-0.304366250995507,-0.192380575665202,-0.369711961771075,0.644852145674266,1,
WorkFlow,-0.111622384365378,-0.0958210143339451,-0.0869010396351461,0.0677733947634534,-0.0546078136593336,1
