"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",6654.0243
"WorkFlow",1,"CMultStdev",0.46359
"WorkFlow",1,"tvVmax",6387.57
"WorkFlow",1,"tvKm",2289.53
"WorkFlow",1,"tvV",48.4392
"WorkFlow",1,"tvKa",0.961252
"WorkFlow",2,"-2LL",6653.95018
"WorkFlow",2,"CMultStdev",0.463332
"WorkFlow",2,"tvVmax",6389.47
"WorkFlow",2,"tvKm",2288.53
"WorkFlow",2,"tvV",48.4402
"WorkFlow",2,"tvKa",0.96101
"WorkFlow",3,"-2LL",6653.13926
"WorkFlow",3,"CMultStdev",0.473391
"WorkFlow",3,"tvVmax",6310.65
"WorkFlow",3,"tvKm",2318.29
"WorkFlow",3,"tvV",48.7349
"WorkFlow",3,"tvKa",0.965716
"WorkFlow",4,"-2LL",6602.22224
"WorkFlow",4,"CMultStdev",0.679759
"WorkFlow",4,"tvVmax",5681.39
"WorkFlow",4,"tvKm",1709.67
"WorkFlow",4,"tvV",49.5063
"WorkFlow",4,"tvKa",0.978169
"WorkFlow",5,"-2LL",6543.95354
"WorkFlow",5,"CMultStdev",0.529856
"WorkFlow",5,"tvVmax",5021.45
"WorkFlow",5,"tvKm",1119.18
"WorkFlow",5,"tvV",50.3583
"WorkFlow",5,"tvKa",1.154
"WorkFlow",6,"-2LL",6534.98262
"WorkFlow",6,"CMultStdev",0.471024
"WorkFlow",6,"tvVmax",4715.92
"WorkFlow",6,"tvKm",964.421
"WorkFlow",6,"tvV",48.5421
"WorkFlow",6,"tvKa",1.161
"WorkFlow",7,"-2LL",6521.94584
"WorkFlow",7,"CMultStdev",0.491055
"WorkFlow",7,"tvVmax",4629.15
"WorkFlow",7,"tvKm",1054.38
"WorkFlow",7,"tvV",45.3594
"WorkFlow",7,"tvKa",1.06666
"WorkFlow",8,"-2LL",6516.99212
"WorkFlow",8,"CMultStdev",0.526408
"WorkFlow",8,"tvVmax",4548.43
"WorkFlow",8,"tvKm",1158.54
"WorkFlow",8,"tvV",41.9878
"WorkFlow",8,"tvKa",0.986486
"WorkFlow",9,"-2LL",6516.36534
"WorkFlow",9,"CMultStdev",0.519334
"WorkFlow",9,"tvVmax",4496.25
"WorkFlow",9,"tvKm",1220.28
"WorkFlow",9,"tvV",41.4327
"WorkFlow",9,"tvKa",0.969427
"WorkFlow",10,"-2LL",6514.93334
"WorkFlow",10,"CMultStdev",0.483684
"WorkFlow",10,"tvVmax",4787.97
"WorkFlow",10,"tvKm",1297.56
"WorkFlow",10,"tvV",42.8489
"WorkFlow",10,"tvKa",1.0275
"WorkFlow",11,"-2LL",6513.4249
"WorkFlow",11,"CMultStdev",0.481334
