Scenario,ID,nVmax,nKm,nV,nKa,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage,nKa_shrinkage
WorkFlow,1,0.324834107474136,-0.345610705346944,-0.309177206530011,0.0635730175036052,0.226299,0.288658,0.664675,0.559886
WorkFlow,2,-0.526987825381792,0.0500213451581103,0.207820767435329,-0.12443570843267,0.335056,0.282485,0.700025,0.526211
WorkFlow,3,-0.173266212418393,-0.401039438368292,-0.0658075774767515,-0.623534307337569,0.234647,0.288891,0.638536,0.428746
WorkFlow,4,-0.554383239630907,-0.228517318650428,0.437679661572526,0.306907848739461,0.330415,0.267773,0.688052,0.59732
WorkFlow,5,-0.0737010845278007,0.275024412285877,0.209149805671132,0.257421073621846,0.3733,0.274597,0.654018,0.596932
WorkFlow,6,-0.106180274825783,-0.165732326500017,0.333816941487076,0.414111903251094,0.336718,0.260273,0.62948,0.595215
WorkFlow,7,-0.0672397712496879,0.616977951239807,0.088514848487816,0.284326799303157,0.396748,0.285849,0.650502,0.597297
WorkFlow,8,-0.106167138146211,0.245461993860082,0.153319771952018,-0.306664692107294,0.36793,0.294614,0.653789,0.473777
WorkFlow,9,-0.280772367002618,0.115441836637756,0.134272464888606,0.224018485580795,0.3472,0.274616,0.676275,0.573765
WorkFlow,10,-0.370826082418695,0.00520089104374147,0.189303791655838,-0.595963296955006,0.337758,0.299596,0.683309,0.434498
WorkFlow,11,-0.246834987857944,-0.345386760521854,0.0699389467815278,-0.409448548789087,0.292207,0.264932,0.638959,0.454976
WorkFlow,12,-0.0221599545694945,-0.0789073433000489,0.0249740470431522,0.124833558964446,0.296298,0.26526,0.63857,0.517515
WorkFlow,13,0.282247963668239,-0.522516939895099,-0.0368149285996465,-0.000434727945403133,0.230619,0.310147,0.687702,0.532127
WorkFlow,14,0.197853259856092,-0.0895217431466708,-0.135214026550849,0.58577828926484,0.288492,0.303408,0.730035,0.635712
WorkFlow,15,0.497036952757923,-0.372607412262373,-0.264672685193671,-0.0671483872724571,0.226935,0.39852,0.8106,0.535096
WorkFlow,16,0.215391877000843,0.203562781110841,-0.121612752987475,0.131686849608103,0.317734,0.310627,0.680473,0.545064
WorkFlow,17,0.237069502759514,-0.344097171246299,-0.179307591394458,0.51179040018788,0.257105,0.283191,0.69,0.615657
WorkFlow,18,-0.422636649640141,-0.227268870547267,-0.210696803071798,-0.434460628044318,0.248731,0.271711,0.637369,0.45453
WorkFlow,19,0.0225651589032378,0.271733738629694,0.173141140251398,-0.228627299009056,0.374565,0.27763,0.637255,0.48857
WorkFlow,20,0.145728090826947,-0.0143923678628205,-0.0553497493219608,-0.127417422096935,0.291527,0.312598,0.680488,0.490219
WorkFlow,21,-0.422779583749793,0.126692585224182,0.291561426907128,-0.417115026421845,0.349939,0.3356,0.706621,0.468211
WorkFlow,22,-0.454732846074168,-0.316864549699913,-0.306118173958848,-1.14683243039295,0.225119,0.308344,0.660787,0.379696
WorkFlow,23,0.884050009395032,-0.235611463959439,-0.54592993150273,0.265779996034231,0.21639,0.331495,0.685868,0.567711
WorkFlow,24,0.042828349319849,0.126481940143377,0.0722187682050339,-0.0493698525903507,0.341237,0.277357,0.633644,0.509248
WorkFlow,25,0.117395753373303,0.257588881384588,0.128648835120167,0.839313002335878,0.370963,0.257405,0.630344,0.704708
WorkFlow,26,-0.0387837304198974,0.394140828603177,0.0633973141114998,0.636930942013503,0.368729,0.276423,0.65486,0.680025
WorkFlow,27,-0.458994768695972,-0.107173102286357,0.173936854171354,-0.63561110846819,0.316507,0.297628,0.670329,0.42803
WorkFlow,28,0.188933942303463,0.118995640387212,-0.0304653908507153,0.206773328663479,0.315227,0.290268,0.653363,0.542079
WorkFlow,29,0.164756556093433,-0.0505024128834725,-0.0945630156957329,-0.0612132534695414,0.292142,0.306349,0.673236,0.50432
WorkFlow,30,-0.0600229558962345,-0.0131405187854907,-0.0786218375932345,0.2485625502188,0.290621,0.268457,0.634156,0.563139
WorkFlow,31,-0.36623349227083,-0.168184100156689,0.335373505278089,0.586322678069346,0.327972,0.265787,0.667564,0.66422
WorkFlow,32,0.491430524562828,0.339413564010848,-0.227970235692323,0.080179553152815,0.332604,0.336775,0.699619,0.537595
WorkFlow,33,-0.235667203398943,-0.560566119722373,0.161870567751429,-0.322867059629772,0.241061,0.275984,0.62122,0.467842
WorkFlow,34,-0.280158305382898,-0.373574315520283,0.181164190648763,-0.00216836249927465,0.28647,0.269685,0.666328,0.531993
WorkFlow,35,-0.379558603007071,-0.220606814157504,-0.218716413731718,-0.676695528917062,0.246512,0.275893,0.655359,0.430838
WorkFlow,36,0.02693153868542,0.101042112086548,0.123397325255595,-0.495127907768334,0.363717,0.276069,0.64075,0.439991
WorkFlow,37,-0.141575477524345,0.333318390120216,0.0697424663859949,-0.800900739758645,0.381351,0.295917,0.65159,0.432587
WorkFlow,38,0.0259568206736942,-0.10669142560973,-0.131488725017251,-0.508380990091181,0.290233,0.300406,0.650896,0.440768
WorkFlow,39,0.390125469625818,0.407873354778059,-0.0575601246477277,0.739882716253725,0.355559,0.266085,0.631535,0.673848
WorkFlow,40,-0.223412833685076,0.11042266639315,-0.131073788786462,-0.380682117558669,0.308,0.278116,0.65248,0.459085
WorkFlow,41,0.162873154442406,-0.353243130672508,-0.349957896807925,0.0210659849468597,0.211573,0.30393,0.694024,0.547097
WorkFlow,42,-0.400030243089361,-0.103986167003008,0.0839658904646599,-0.255552693532139,0.307942,0.287228,0.69549,0.464564
WorkFlow,43,-0.176915087229424,0.0939371440187093,0.14751491736222,0.620619107975479,0.338923,0.268828,0.656619,0.692258
WorkFlow,44,0.239779742344433,0.522013952832371,-0.107288447493157,-0.0311708743490219,0.366955,0.284069,0.63571,0.512713
WorkFlow,45,0.237533605673351,0.000218469440635645,-0.0717007789533449,0.232812136320286,0.286484,0.2847,0.640102,0.579813
WorkFlow,46,0.116704706977008,-0.372975568378942,-0.44168508764895,-0.606019880150317,0.220831,0.314064,0.674996,0.435622
WorkFlow,47,0.229364510838407,-0.0928178229015482,-0.050366580471809,0.250267285450874,0.301487,0.319458,0.727791,0.568762
WorkFlow,48,0.602913844294099,0.286966138739585,-0.241280381972297,0.193988546199302,0.332326,0.299447,0.652117,0.572696
WorkFlow,49,0.591274787276464,-0.0311742144943868,-0.411640315310252,0.015044843102036,0.247472,0.333171,0.677258,0.505965
WorkFlow,50,-0.0494989706654995,0.0864670298833496,-0.335240831748165,-0.847404693035106,0.282851,0.296737,0.666614,0.38798
WorkFlow,51,0.290730067633944,-0.66677090257687,0.0245259561834171,0.121554312549654,0.221006,0.287091,0.662035,0.548496
WorkFlow,52,-0.0236335946472664,-0.015530716292534,-0.0391514546877267,-0.147177538212183,0.303899,0.267624,0.625221,0.519992
WorkFlow,53,-0.543609953627556,0.0783215607348774,0.414858646129427,0.127254183816936,0.361917,0.300084,0.709507,0.564015
WorkFlow,54,-0.411008377819529,0.701010704261334,0.316908235156218,-0.312222292749682,0.43406,0.303581,0.66027,0.52553
WorkFlow,55,0.130896551126448,-0.320413259689565,-0.00665247200039835,0.413095052449321,0.254128,0.330021,0.764632,0.601284
WorkFlow,56,-0.0602769489976331,0.222254480055844,0.142415958735818,-0.0144301827500679,0.355262,0.286507,0.64781,0.524756
WorkFlow,57,0.339823131814706,-0.0752690011188406,-0.104765591079722,0.166269245653253,0.30368,0.31404,0.70649,0.570142
WorkFlow,58,-0.0461818119334021,0.541948521011785,0.0746139145395502,-0.0860183194802043,0.389676,0.289065,0.646047,0.514242
WorkFlow,59,-0.0185818067747156,-0.0511262770348227,0.232637374695864,0.242103949243048,0.3243,0.267597,0.634739,0.558051
WorkFlow,60,0.0162861674025313,0.0837329133733141,0.000555403051215515,0.000767688116294778,0.324558,0.271684,0.630674,0.517896
