StartTime,EndTime,Model_num,this_comp,this_eta,this_vwt,this_gamma,n_theta,n_omega,Est_time,Cov_time,Success,Covar,Iterations,Algorithm,Good_inits,log_path,control_file,data_set,nparms,messages,TVVmax,TVKM,TVV,TVKA,CVVmax,RMSE,MAE,crash
2024-10-12 19:43:44,2024-10-12 19:44:08,1,0,0,0,0,5,1,8.609,4.672,TRUE,TRUE,33,standard,TRUE,d:/git/adpobenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/1/Run1.mmdl,d:/git/adpobenchmark/data/sim_0_0_0_0.csv,6,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:44:08,2024-10-12 19:44:31,2,0,1,0,0,5,2,9.188,4.172,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/2/Run2.mmdl,d:/git/adpobenchmark/data/sim_0_1_0_0.csv,7,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:44:31,2024-10-12 19:44:53,3,0,2,0,0,5,3,8.672,4.547,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/3/Run3.mmdl,d:/git/adpobenchmark/data/sim_0_2_0_0.csv,8,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:44:53,2024-10-12 19:45:15,4,0,3,0,0,5,4,8.719,4.406,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/4/Run4.mmdl,d:/git/adpobenchmark/data/sim_0_3_0_0.csv,9,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:45:15,2024-10-12 19:45:38,5,0,4,0,0,5,3,8.844,4.375,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/5/Run5.mmdl,d:/git/adpobenchmark/data/sim_0_4_0_0.csv,8,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:45:38,2024-10-12 19:46:00,6,0,5,0,0,5,6,8.797,4.109,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/6/Run6.mmdl,d:/git/adpobenchmark/data/sim_0_5_0_0.csv,11,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:46:00,2024-10-12 19:46:23,7,1,0,0,0,5,1,8.969,4.281,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/7/Run7.mmdl,d:/git/adpobenchmark/data/sim_1_0_0_0.csv,6,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:46:23,2024-10-12 19:46:45,8,1,1,0,0,5,2,8.562,4.172,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/8/Run8.mmdl,d:/git/adpobenchmark/data/sim_1_1_0_0.csv,7,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:46:45,2024-10-12 19:47:08,9,1,2,0,0,5,3,8.734,4.266,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/9/Run9.mmdl,d:/git/adpobenchmark/data/sim_1_2_0_0.csv,8,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
2024-10-12 19:47:08,2024-10-12 19:47:30,10,1,3,0,0,5,4,8.719,4.297,TRUE,TRUE,33,standard,TRUE,D:/git/ADPOBenchmark/NLME/1/Run1/nlme7engine.log,d:/git/adpobenchmark/nlme/10/Run10.mmdl,d:/git/adpobenchmark/data/sim_1_3_0_0.csv,9,1,4896.14888072439,1445.49920503426,42.0694968826775,1.19996306539882,0.101314099589899,1.07104474670911,0.571421150367085,FALSE
