Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,
WorkFlow,-0.103057744339897,1,,,,
WorkFlow,0.0321437562887208,0.917945216008356,1,,,
WorkFlow,-0.286842424291525,-0.511739788593219,-0.725617661310735,1,,
WorkFlow,-0.302948104752757,-0.345213625356301,-0.50953779868449,0.787693341559349,1,
WorkFlow,-0.083642213483049,0.0976674904990659,0.110402775754727,-0.0629067097844322,0.135941920850833,1
