Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,0.000707615623004904,,,,,
WorkFlow,-1.6280191929715,352663.377820245,,,,
WorkFlow,0.217325308466963,138551.718200142,64599.6170269676,,,
WorkFlow,-0.0179053832339935,-713.13359617317,-432.777173759022,5.50659403509381,,
WorkFlow,-0.00127702267394135,-32.4862642171685,-20.522158628158,0.29290741522979,0.0251109604538472,
WorkFlow,-0.000198200189053679,5.16666199814131,2.49962468503186,-0.0131497755932373,0.00191895550516671,0.0079352329619919
