Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.167504605825238,0.036064
WorkFlow,2,0.0627388137850063,0.03838
WorkFlow,3,-0.0513039952224825,0.021601
WorkFlow,4,0.0936064579474354,0.035297
WorkFlow,5,0.130991840698312,0.033522
WorkFlow,6,0.179581841718758,0.051028
WorkFlow,7,-0.203637367549018,0.028263
WorkFlow,8,0.131950078153362,0.030902
WorkFlow,9,0.0637613390170342,0.026728
WorkFlow,10,0.19368927678112,0.035599
WorkFlow,11,0.120615837897657,0.101717
WorkFlow,12,0.230604195028895,0.03276
WorkFlow,13,-0.128061139186562,0.02586
WorkFlow,14,0.0624507817092486,0.068407
WorkFlow,15,-0.456755166303178,0.034539
WorkFlow,16,0.0120299561690986,0.02412
WorkFlow,17,-0.581779338504004,0.076348
WorkFlow,18,0.13021668611329,0.056771
WorkFlow,19,-0.356366617107774,0.034549
WorkFlow,20,0.303142936045509,0.102885
WorkFlow,21,0.524317388670857,0.043355
WorkFlow,22,0.209843041083175,0.042686
WorkFlow,23,-0.0490535990437217,0.021537
WorkFlow,24,0.0691445226278747,0.032081
WorkFlow,25,0.300845805969802,0.073055
WorkFlow,26,0.115593013230755,0.024607
WorkFlow,27,0.266708281871017,0.046226
WorkFlow,28,-0.308908203281893,0.03143
WorkFlow,29,-0.337213419511739,0.033606
WorkFlow,30,0.310503452047987,0.057907
WorkFlow,31,-0.272190827949685,0.027721
WorkFlow,32,0.358310616836685,0.081737
WorkFlow,33,-0.401575021231685,0.043889
WorkFlow,34,-0.092678228605432,0.025036
WorkFlow,35,0.155143940860547,0.032326
WorkFlow,36,0.0206031661408246,0.028163
WorkFlow,37,0.113139428482782,0.074533
WorkFlow,38,-0.694451208326314,0.087466
WorkFlow,39,0.219823900662206,0.043755
WorkFlow,40,0.688325149350031,0.040915
WorkFlow,41,-0.281552352219378,0.034551
WorkFlow,42,-0.422673209783876,0.046758
WorkFlow,43,-0.30298332808062,0.033823
WorkFlow,44,0.157805019889293,0.03583
WorkFlow,45,0.564732987810598,0.049946
WorkFlow,46,-0.139523043215442,0.027466
WorkFlow,47,-0.0886755942320138,0.022777
WorkFlow,48,0.104835511651126,0.031907
WorkFlow,49,0.0398541482451317,0.027151
WorkFlow,50,0.188759235264087,0.03702
WorkFlow,51,-0.367041787112242,0.036
WorkFlow,52,-0.148495582835981,0.023885
WorkFlow,53,-0.165598236363959,0.027358
WorkFlow,54,-0.637640344285772,0.052334
WorkFlow,55,-0.162146318916557,0.026295
WorkFlow,56,0.352524695813409,0.034337
WorkFlow,57,0.528784431908346,0.056789
WorkFlow,58,-0.227654899800439,0.029195
WorkFlow,59,-0.725791205456366,0.07719
WorkFlow,60,0.358101714114043,0.061284
