Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,CEps
WorkFlow,1,,,,,,,,,,
WorkFlow,-0.577591503806896,1,,,,,,,,,
WorkFlow,0.650532820671626,-0.808150105251704,1,,,,,,,,
WorkFlow,0.655022291757682,-0.799088466265595,0.998373606980012,1,,,,,,,
WorkFlow,0.604596074111713,-0.826227316688374,0.982909471321288,0.980899195497984,1,,,,,,
WorkFlow,0.638547477822463,-0.801998756330733,0.998715673129077,0.998539658605296,0.983887882367622,1,,,,,
WorkFlow,-0.423803516517583,0.73647061093969,-0.920644020533982,-0.911874136421722,-0.92584159179609,-0.921407754009596,1,,,,
WorkFlow,0.649181254795379,-0.804990782171717,0.999783092912079,0.998817721217482,0.981811820785444,0.998366891242905,-0.920113337524577,1,,,
WorkFlow,-0.629454910290217,0.775869059563538,-0.988836658730666,-0.990504179146971,-0.971872395762812,-0.989104816752049,0.941404349494921,-0.990375846909598,1,,
WorkFlow,0.597553152361038,-0.754514895049119,0.983460888954546,0.985239513241316,0.970304715056397,0.984123756021844,-0.918915309368481,0.984767043637914,-0.985944359774317,1,
WorkFlow,-0.649830023476435,0.806234403382478,-0.999916537142594,-0.998978565817565,-0.982682935688427,-0.998973784084085,0.91966562081311,-0.999858205325082,0.98957426376213,-0.984142141618566,1
