Scenario,Label,nVmax,nKm,nV
WorkFlow,Omega
WorkFlow,nVmax,0.319405559257955,0,0
WorkFlow,nKm,0,0.299142022468926,0
WorkFlow,nV,0,0,0.328741868165065
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0
WorkFlow,nKm,0,1,0
WorkFlow,nV,0,0,1
WorkFlow,Shrinkage,0.515399341335923,0.229545285163214,0.518522024307352
