Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,GAMMA,1.06106772932273,,0.0826938927081168,7.79346034403474,0.898568630270759,1.2235668283747,
WorkFlow,CMultStdev,0.528170141656444,,0.0323426509640846,6.12352884293151,0.46461464232632,0.591725640986568,
WorkFlow,tvVmax,4719.46659938392,,13407.7290921398,284.094162121839,-21627.6290137817,31066.5622125496,
WorkFlow,tvKm,3151.40482086308,,2144.12816993051,68.0372180602075,-1061.95222952353,7364.76187124969,
WorkFlow,tvV,71.3055839599764,,15.8828508295908,22.2743436734293,40.0947065219619,102.516461397991,
WorkFlow,tvKa,1.46268146611239,,2.01013002344295,137.427735977649,-2.48736015231458,5.41272308453936,
WorkFlow,K12,0.398731490853261,,0.0319185751189119,8.0050299138922,0.336009329276548,0.461453652429973,
WorkFlow,K21,2.27838764108582,,1.1578837020938,50.8203117509005,0.00306775668599979,4.55370752548564,
WorkFlow,K13,0.0656304665886772,,0.0253032034993331,38.5540509073548,0.015907958225412,0.115352974951942,
WorkFlow,K31,0.0426925452367893,,0.01562311940112,36.594490477127,0.0119920576442615,0.0733930328293171,
WorkFlow,CEps,0.500020897710457,,997.728116909452,199537.283637133,-1960.10329316893,1961.10333496436,
