Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,CEps
WorkFlow,0.133154517521169,,,,,,,,
WorkFlow,-0.000401613686438169,0.00130310214459513,,,,,,,
WorkFlow,-26.9184303822152,1.57950615230921,32928.8946017133,,,,,,
WorkFlow,-14.1592781672891,-0.141757050869149,4622.85968543686,3304.79351639402,,,,,
WorkFlow,0.54179917392767,0.171888977769541,394.15466772689,412.99201637615,1165.57638911995,,,,
WorkFlow,0.0664710333234166,0.000654348185002416,5.64167426254396,20.1745311159448,36.7892202966855,1.58721575853699,,,
WorkFlow,0.31041291081533,0.00564346291421735,45.4798825060637,43.9574265002981,53.3221048113136,3.39932016649606,10.4047986839594,,
WorkFlow,74.9631045296292,1.18920763589042,13281.1256011197,14419.4795572208,22293.310930967,1101.56213079762,2825.79883499303,840705.495565514,
WorkFlow,-21.2849863166501,-0.335122231485087,-2981.89306856235,-3389.53553770662,-4847.77584496432,-263.427823217635,-730.332926040612,-208744.349059188,52788.0700324491
