Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.110098467579704,0.122056
WorkFlow,2,0.137010138664715,0.129097
WorkFlow,3,-0.0460911930106468,0.118487
WorkFlow,4,-0.129903819599569,0.175092
WorkFlow,5,0.0272060608587324,0.140258
WorkFlow,6,0.0994240567974536,0.127802
WorkFlow,7,-0.0161388244489823,0.13808
WorkFlow,8,0.182811424531137,0.147782
WorkFlow,9,0.0484943189908185,0.145855
WorkFlow,10,0.28571494960336,0.122857
WorkFlow,11,-0.0878298166585736,0.181805
WorkFlow,12,0.177874853732099,0.134668
WorkFlow,13,-0.0863201810035968,0.121794
WorkFlow,14,0.300816321361902,0.095171
WorkFlow,15,-0.611798503241438,0.174341
WorkFlow,16,0.212112526069356,0.127048
WorkFlow,17,-0.69555323599351,0.144958
WorkFlow,18,0.20611380000963,0.149869
WorkFlow,19,-0.460269020066034,0.164822
WorkFlow,20,0.272279698378595,0.137808
WorkFlow,21,0.601963591943769,0.14296
WorkFlow,22,0.191113489662593,0.150356
WorkFlow,23,-0.0415933914563337,0.130988
WorkFlow,24,0.215619795223789,0.102914
WorkFlow,25,0.442742900870038,0.145475
WorkFlow,26,0.0641998897371436,0.119988
WorkFlow,27,0.188583895963164,0.139245
WorkFlow,28,-0.292322176157999,0.110393
WorkFlow,29,-0.466982253970272,0.124981
WorkFlow,30,0.284835966434971,0.132374
WorkFlow,31,-0.45934979823066,0.174766
WorkFlow,32,0.33548973109101,0.125609
WorkFlow,33,-0.652705771601664,0.149103
WorkFlow,34,-0.0245876463556608,0.13155
WorkFlow,35,0.142886206777066,0.100009
WorkFlow,36,0.365238569972498,0.128457
WorkFlow,37,-0.0221005501593962,0.126092
WorkFlow,38,-0.81703742145437,0.149993
WorkFlow,39,0.421637622348547,0.145202
WorkFlow,40,0.70071099875748,0.132636
WorkFlow,41,-0.296748386072278,0.12812
WorkFlow,42,-0.607364269976721,0.13493
WorkFlow,43,-0.252273761834687,0.143707
WorkFlow,44,0.129084470413028,0.13514
WorkFlow,45,0.554526117251624,0.106912
WorkFlow,46,0.0705383296615915,0.117149
WorkFlow,47,-0.0390416819199986,0.146049
WorkFlow,48,0.129585929334703,0.150175
WorkFlow,49,0.456739405245134,0.116501
WorkFlow,50,0.168508617839579,0.14649
WorkFlow,51,-0.533045951330898,0.156277
WorkFlow,52,0.0380982687346246,0.122843
WorkFlow,53,-0.275009186597277,0.152423
WorkFlow,54,-0.718591528319014,0.124916
WorkFlow,55,-0.186839547129034,0.178095
WorkFlow,56,0.266460256409494,0.165159
WorkFlow,57,0.596917908688156,0.118674
WorkFlow,58,-0.123738842937014,0.112736
WorkFlow,59,-0.749350606696872,0.179203
WorkFlow,60,0.368718721528357,0.124809
