Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,1,-3429.641480,6859.282960,6877.282960,6914.847035,9,480,60,0.054500,30945.806240
