"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7345.03772
"WorkFlow",1,"GAMMA",1.47695
"WorkFlow",1,"CMultStdev",0.970743
"WorkFlow",1,"tvVmax",4093.37
"WorkFlow",1,"tvKm",3859.99
"WorkFlow",1,"tvV",49.4513
"WorkFlow",1,"tvKa",1.19646
"WorkFlow",1,"dVdWT",1.09965
"WorkFlow",2,"-2LL",7276.57908
"WorkFlow",2,"GAMMA",1.41291
"WorkFlow",2,"CMultStdev",0.943371
"WorkFlow",2,"tvVmax",4147.6
"WorkFlow",2,"tvKm",3803.94
"WorkFlow",2,"tvV",49.3722
"WorkFlow",2,"tvKa",1.19249
"WorkFlow",2,"dVdWT",1.101
"WorkFlow",3,"-2LL",7080.91758
"WorkFlow",3,"GAMMA",1.11171
"WorkFlow",3,"CMultStdev",0.656555
"WorkFlow",3,"tvVmax",4720.84
"WorkFlow",3,"tvKm",3342.55
"WorkFlow",3,"tvV",50.5271
"WorkFlow",3,"tvKa",1.1621
"WorkFlow",3,"dVdWT",1.10653
"WorkFlow",4,"-2LL",7022.8359
"WorkFlow",4,"GAMMA",1.21283
"WorkFlow",4,"CMultStdev",0.588373
"WorkFlow",4,"tvVmax",4967.65
"WorkFlow",4,"tvKm",3125.45
"WorkFlow",4,"tvV",49.8261
"WorkFlow",4,"tvKa",1.20085
"WorkFlow",4,"dVdWT",1.06123
"WorkFlow",5,"-2LL",7022.79134
"WorkFlow",5,"GAMMA",1.64771
"WorkFlow",5,"CMultStdev",0.39143
"WorkFlow",5,"tvVmax",6180.57
"WorkFlow",5,"tvKm",2202.07
"WorkFlow",5,"tvV",38.761
"WorkFlow",5,"tvKa",1.43799
"WorkFlow",5,"dVdWT",0.84167
"WorkFlow",6,"-2LL",6942.27844
"WorkFlow",6,"GAMMA",1.46698
"WorkFlow",6,"CMultStdev",0.542442
"WorkFlow",6,"tvVmax",5663.8
"WorkFlow",6,"tvKm",2489.48
"WorkFlow",6,"tvV",42.4095
"WorkFlow",6,"tvKa",1.33788
"WorkFlow",6,"dVdWT",0.933494
"WorkFlow",7,"-2LL",6924.98996
"WorkFlow",7,"GAMMA",1.39577
"WorkFlow",7,"CMultStdev",0.492479
"WorkFlow",7,"tvVmax",5868.72
"WorkFlow",7,"tvKm",2285.67
"WorkFlow",7,"tvV",42.3611
"WorkFlow",7,"tvKa",1.3178
"WorkFlow",7,"dVdWT",0.954005
"WorkFlow",8,"-2LL",6910.5564
"WorkFlow",8,"GAMMA",1.48134
"WorkFlow",8,"CMultStdev",0.474045
"WorkFlow",8,"tvVmax",6209.99
"WorkFlow",8,"tvKm",1995.35
"WorkFlow",8,"tvV",40.423
"WorkFlow",8,"tvKa",1.33564
"WorkFlow",8,"dVdWT",0.94129
"WorkFlow",9,"-2LL",6903.60784
"WorkFlow",9,"GAMMA",1.52674
"WorkFlow",9,"CMultStdev",0.478217
"WorkFlow",9,"tvVmax",6442.34
"WorkFlow",9,"tvKm",1778.12
"WorkFlow",9,"tvV",40.1865
"WorkFlow",9,"tvKa",1.31428
"WorkFlow",9,"dVdWT",0.970323
"WorkFlow",10,"-2LL",6898.03736
"WorkFlow",10,"GAMMA",1.56971
"WorkFlow",10,"CMultStdev",0.497641
"WorkFlow",10,"tvVmax",6668.99
"WorkFlow",10,"tvKm",1533.31
"WorkFlow",10,"tvV",40.8039
"WorkFlow",10,"tvKa",1.25614
"WorkFlow",10,"dVdWT",1.03394
"WorkFlow",11,"-2LL",6896.81662
"WorkFlow",11,"GAMMA",1.57094
"WorkFlow",11,"CMultStdev",0.50795
"WorkFlow",11,"tvVmax",6622.71
"WorkFlow",11,"tvKm",1526.7
"WorkFlow",11,"tvV",41.2411
"WorkFlow",11,"tvKa",1.22933
"WorkFlow",11,"dVdWT",1.05297
"WorkFlow",12,"-2LL",6895.11218
"WorkFlow",12,"GAMMA",1.57005
"WorkFlow",12,"CMultStdev",0.517839
"WorkFlow",12,"tvVmax",6521.82
"WorkFlow",12,"tvKm",1505.75
"WorkFlow",12,"tvV",41.4328
"WorkFlow",12,"tvKa",1.18236
"WorkFlow",12,"dVdWT",1.07772
"WorkFlow",13,"-2LL",6892.31354
"WorkFlow",13,"GAMMA",1.56649
"WorkFlow",13,"CMultStdev",0.527889
"WorkFlow",13,"tvVmax",6266.55
"WorkFlow",13,"tvKm",1508.28
"WorkFlow",13,"tvV",41.1907
"WorkFlow",13,"tvKa",1.10944
"WorkFlow",13,"dVdWT",1.10452
"WorkFlow",14,"-2LL",6888.34434
"WorkFlow",14,"GAMMA",1.57223
"WorkFlow",14,"CMultStdev",0.531895
"WorkFlow",14,"tvVmax",5881.7
"WorkFlow",14,"tvKm",1479.97
"WorkFlow",14,"tvV",40.089
"WorkFlow",14,"tvKa",1.01146
"WorkFlow",14,"dVdWT",1.13276
"WorkFlow",15,"-2LL",6883.34942
"WorkFlow",15,"GAMMA",1.58854
"WorkFlow",15,"CMultStdev",0.523486
"WorkFlow",15,"tvVmax",5478.53
"WorkFlow",15,"tvKm",1449.18
"WorkFlow",15,"tvV",38.3229
"WorkFlow",15,"tvKa",0.948964
"WorkFlow",15,"dVdWT",1.13932
"WorkFlow",16,"-2LL",6878.27604
"WorkFlow",16,"GAMMA",1.62418
"WorkFlow",16,"CMultStdev",0.498247
"WorkFlow",16,"tvVmax",5155.08
"WorkFlow",16,"tvKm",1352.22
"WorkFlow",16,"tvV",36.3812
"WorkFlow",16,"tvKa",0.932666
"WorkFlow",16,"dVdWT",1.12868
"WorkFlow",17,"-2LL",6875.60284
"WorkFlow",17,"GAMMA",1.62947
"WorkFlow",17,"CMultStdev",0.486227
"WorkFlow",17,"tvVmax",5044.52
"WorkFlow",17,"tvKm",1385.49
"WorkFlow",17,"tvV",36.6244
"WorkFlow",17,"tvKa",0.981957
"WorkFlow",17,"dVdWT",1.10017
"WorkFlow",18,"-2LL",6871.8192
"WorkFlow",18,"GAMMA",1.6535
"WorkFlow",18,"CMultStdev",0.473641
"WorkFlow",18,"tvVmax",5156
"WorkFlow",18,"tvKm",1273.31
"WorkFlow",18,"tvV",38.0989
"WorkFlow",18,"tvKa",1.06744
"WorkFlow",18,"dVdWT",1.07758
"WorkFlow",19,"-2LL",6869.02474
"WorkFlow",19,"GAMMA",1.65253
