Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,Omega
WorkFlow,nVmax,0.162698905898096,0,0,0
WorkFlow,nKm,0,0.117804968619184,0,0
WorkFlow,nV,0,0,0.201875174405715,0
WorkFlow,nKa,0,0,0,0.328607171919482
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0,0
WorkFlow,nKm,0,1,0,0
WorkFlow,nV,0,0,1,0
WorkFlow,nKa,0,0,0,1
WorkFlow,Shrinkage,0.226722269971081,0.20085128706443,0.198614006886736,0.36123718478948
