Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,0.00726590186041665,,,,,,,
WorkFlow,0.0001244719056383,0.00110669108277064,,,,,,
WorkFlow,-12.7753401226071,-0.620927778864822,151045.214532337,,,,,
WorkFlow,-6.29255808572312,-0.863527324179928,25021.0838406526,10259.8712838951,,,,
WorkFlow,0.0478673866896672,0.0428231693033395,-103.050048857111,-93.0967909662501,8.34075818637982,,,
WorkFlow,0.00133172431125436,0.000438508976830588,-39.1358695256753,-6.15854771264361,0.0202971690808081,0.0266432462100836,,
WorkFlow,-0.00674433244561268,-0.0011707070550076,-1.81777152384876,9.72563697616513,-0.215269198434017,-0.0022171472208113,0.150291825124385,
WorkFlow,0.0354231217294203,-0.00707114041938478,-155.148202315478,-22.4942610132472,-0.156030887834052,0.0107609710376121,-0.128931195261044,1.75738691954059
