Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,nVmax,0.0607793373016754,0,0,0
WorkFlow,nKm,0,0.0364842856439882,0,0
WorkFlow,nV,0,0,0.107702506219691,0
WorkFlow,nKa,0,0,0,0.192868622972774
