Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,CMultStdev,0.510958179781617,,0.0345402903540367,6.75990555015661,0.443085300713501,0.578831058849732,
WorkFlow,tvVmax,6576.02931315031,,13492.4312093409,205.175959029861,-19937.0700968388,33089.1287231394,
WorkFlow,tvKm,2746.76230757818,,6831.36557717929,248.706106033707,-10677.1100726894,16170.6346878458,
WorkFlow,tvV,80.6277983927499,,6.78454580462401,8.41464847095971,67.2959285037199,93.9596682817799,
WorkFlow,tvKa,2.10478141803504,,0.377882473139942,17.9535257154029,1.36222913667038,2.8473336993997,
WorkFlow,K12,0.0514718619245015,,0.0307282542991524,59.6991310402261,-0.00891023291729607,0.111853956766299,
WorkFlow,K21,0.11861810956017,,0.110424155533788,93.0921559475486,-0.0983692196696095,0.335605438789949,
WorkFlow,K13,0.0164021940592078,,0.00791948635924691,48.2830914611762,0.000840126270164549,0.0319642618482511,
WorkFlow,K31,0.0146485531423745,,0.0114901162258661,78.4385742003975,-0.00792992726653896,0.037227033551288,
WorkFlow,CEps,0.50745394395252,,7.33686840724412,1445.81956543639,-13.9097491843171,14.9246570722221,
