Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.224643392729074,0.078588
WorkFlow,2,0.202932073021002,0.08261
WorkFlow,3,-0.0256866307726075,0.108697
WorkFlow,4,0.0185594575542511,0.098332
WorkFlow,5,0.163168294151084,0.08849
WorkFlow,6,0.175871095996907,0.077073
WorkFlow,7,0.0397836214282905,0.099518
WorkFlow,8,0.279750508805834,0.071061
WorkFlow,9,0.150371670686698,0.086934
WorkFlow,10,0.466026389224098,0.060835
WorkFlow,11,0.0533727938050932,0.094166
WorkFlow,12,0.382612304373958,0.068528
WorkFlow,13,-0.0128591721523327,0.099893
WorkFlow,14,0.360554752722654,0.064484
WorkFlow,15,-0.741364855577595,0.258579
WorkFlow,16,0.387220585135776,0.063935
WorkFlow,17,-1.10961055664765,0.478282
WorkFlow,18,0.340690901549334,0.063831
WorkFlow,19,-0.547200955716847,0.218069
WorkFlow,20,0.430271297930317,0.06267
WorkFlow,21,0.714091665704384,0.046052
WorkFlow,22,0.274194603056493,0.073216
WorkFlow,23,0.0862227919808587,0.090576
WorkFlow,24,0.230496344284963,0.074678
WorkFlow,25,0.694898681243394,0.048219
WorkFlow,26,0.0464221330781471,0.098343
WorkFlow,27,0.309776925862773,0.065167
WorkFlow,28,-0.466502325442133,0.19553
WorkFlow,29,-0.634330582685511,0.245518
WorkFlow,30,0.331878177728136,0.066449
WorkFlow,31,-0.533920987982766,0.205329
WorkFlow,32,0.553323517281771,0.054974
WorkFlow,33,-1.03323147437611,0.419493
WorkFlow,34,0.0165548933675376,0.104831
WorkFlow,35,0.102107094602545,0.091047
WorkFlow,36,0.549944502536579,0.057603
WorkFlow,37,0.0780607944003411,0.088742
WorkFlow,38,-1.40477002775803,0.605383
WorkFlow,39,0.603071891045205,0.053736
WorkFlow,40,1.01702089602333,0.037261
WorkFlow,41,-0.323783391646381,0.169961
WorkFlow,42,-0.895914185933782,0.362602
WorkFlow,43,-0.180689727632809,0.129384
WorkFlow,44,0.323751476201099,0.0689
WorkFlow,45,0.822075065591487,0.041998
WorkFlow,46,0.198933300605285,0.080522
WorkFlow,47,-0.0134339378951228,0.10523
WorkFlow,48,0.28300718091482,0.0687
WorkFlow,49,0.6713734475277,0.051536
WorkFlow,50,0.329308032085479,0.072208
WorkFlow,51,-0.731951042299212,0.284276
WorkFlow,52,0.0409378706898433,0.097131
WorkFlow,53,-0.310852848415432,0.167581
WorkFlow,54,-1.07951658192693,0.413691
WorkFlow,55,-0.165061973709049,0.133988
WorkFlow,56,0.4245955984585,0.059934
WorkFlow,57,0.749893591551156,0.046427
WorkFlow,58,-0.128860011421582,0.125091
WorkFlow,59,-0.955496480870429,0.373506
WorkFlow,60,0.505703604958807,0.054891
