    1              55.410770
    2              55.480670
    3              56.933382
    4              54.968811
    5              67.468551
    6              55.458143
    7              55.904941
    8              54.068803
    9              60.680667
   10              53.169107
   11              55.929042
   12              53.887666
   13              57.461676
   14              54.848651
   15              62.818132
   16              53.889849
   17              66.163000
   18              53.224508
   19              62.472124
   20              53.037521
   21              52.761212
   22              54.335778
   23              58.284881
   24              55.472585
   25              53.794055
   26              60.714076
   27              52.873484
   28              59.146919
   29              64.823074
   30              56.036268
   31              60.447407
   32              53.319251
   33              60.883750
   34              56.312820
   35              56.498196
   36              53.158684
   37              56.567245
   38              64.644621
   39              52.422462
   40              51.001943
   41              58.595260
   42              70.861399
   43              56.284092
   44              55.903652
   45              51.804250
   46              55.538237
   47              56.615257
   48              55.123713
   49              53.851136
   50              53.864274
   51              63.267823
   52              55.690756
   53              58.199213
   54              63.035574
   55              59.715413
   56              56.474730
   57              52.364233
   58              57.991461
   59              67.435259
   60              53.575128
 totlaplace, sumllbysub =    3432.9655907056231        3432.9655907056231     
