Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.675716170261474,0.847846
WorkFlow,2,0.288494395339329,0.916979
WorkFlow,3,0.234602211877878,0.921947
WorkFlow,4,-0.189124437527308,0.959015
WorkFlow,5,0.434917290176823,0.899239
WorkFlow,6,0.309212747508823,0.902078
WorkFlow,7,0.47467368974716,0.887224
WorkFlow,8,0.407554405412805,0.894643
WorkFlow,9,0.368962642655011,0.904587
WorkFlow,10,0.627944881371613,0.861706
WorkFlow,11,-0.0625866467560377,0.948073
WorkFlow,12,0.685472612091908,0.859604
WorkFlow,13,0.052935223955989,0.935856
WorkFlow,14,0.49676739480061,0.871405
WorkFlow,15,-0.827699018966589,0.985651
WorkFlow,16,0.708167933520504,0.836977
WorkFlow,17,-0.173126761839925,0.962594
WorkFlow,18,0.484527419895389,0.873989
WorkFlow,19,-0.143669938262877,0.956349
WorkFlow,20,0.439330844514412,0.890563
WorkFlow,21,0.699667146460642,0.846988
WorkFlow,22,0.276667548764446,0.915097
WorkFlow,23,0.510482286200506,0.878087
WorkFlow,24,0.361348887615501,0.899086
WorkFlow,25,1.04616781804879,0.758089
WorkFlow,26,0.219396904370695,0.925056
WorkFlow,27,0.0365452926626854,0.93591
WorkFlow,28,-0.288914622072539,0.966244
WorkFlow,29,-0.101767561379311,0.952929
WorkFlow,30,0.418267537572047,0.892519
WorkFlow,31,-0.225213145671364,0.960192
WorkFlow,32,0.411530471781313,0.892648
WorkFlow,33,-0.711881742641929,0.9847
WorkFlow,34,0.333604373350539,0.912445
WorkFlow,35,0.0572593954946697,0.941622
WorkFlow,36,0.821672367598301,0.817513
WorkFlow,37,-0.316000273798275,0.965507
WorkFlow,38,-0.452543830551973,0.9761
WorkFlow,39,0.633228093776266,0.859481
WorkFlow,40,0.83236276026032,0.803848
WorkFlow,41,0.0797340882233161,0.941068
WorkFlow,42,0.0941247720220987,0.937855
WorkFlow,43,0.341748621149306,0.90413
WorkFlow,44,0.425492514764021,0.891911
WorkFlow,45,0.460403374210694,0.884971
WorkFlow,46,0.578900850200744,0.871714
WorkFlow,47,0.116989379358638,0.933705
WorkFlow,48,0.64896533551842,0.843587
WorkFlow,49,0.814954063468802,0.820861
WorkFlow,50,0.278409239225632,0.918452
WorkFlow,51,-0.115447614392802,0.954878
WorkFlow,52,0.315755676327342,0.908982
WorkFlow,53,-0.146840333848831,0.960092
WorkFlow,54,-0.930931544441966,0.989123
WorkFlow,55,0.197916651773444,0.927531
WorkFlow,56,0.393795948345939,0.899205
WorkFlow,57,0.734574768823041,0.836523
WorkFlow,58,0.0556625973982205,0.941482
WorkFlow,59,-0.561298599908288,0.979349
WorkFlow,60,0.572446196147916,0.862542
