Scenario,Var Name,CMultStdev,tvVmax,tvKm,tvV,tvKa,stdev0,nVmax-nVmax,nV-nVmax,nV-nV
WorkFlow,CMultStdev,0.00059087435,,,,,,,,
WorkFlow,tvVmax,1.9038883,633267.51,,,,,,,
WorkFlow,tvKm,0.53342997,259553.19,115369.09,,,,,,
WorkFlow,tvV,-0.007875834,-1231.1057,-708.88231,10.155809,,,,,
WorkFlow,tvKa,-0.00038298995,-42.4684,-20.824225,0.21189955,0.012172202,,,,
WorkFlow,stdev0,-0.00014258474,-16.674162,-7.3076657,0.04414857,0.00050757252,0.0069854674,,,
WorkFlow,nVmax-nVmax,-4.6636882e-05,5.1981621,2.7426447,-0.023713776,-0.00069003321,-0.00014810989,0.00045134156,,
WorkFlow,nV-nVmax,-2.2265194e-05,4.7558583,2.3316163,-0.013344905,-0.00036725791,-9.0068741e-05,0.00043146767,0.00054410569,
WorkFlow,nV-nV,-6.4997306e-05,5.3119247,2.3476044,-0.0073737329,-0.00044347021,-0.00039601655,0.00037665224,0.00054267544,0.0010241656
