Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,
WorkFlow,0.0984238370940522,1,,,,
WorkFlow,0.0646078236539889,0.960258206092359,1,,,
WorkFlow,-0.101669742806406,-0.485449958688633,-0.654895710571732,1,,
WorkFlow,-0.142808888711379,-0.483712965390392,-0.555698897037464,0.602681984219421,1,
WorkFlow,-0.0701823225912838,-0.25069904777459,-0.257416394500751,0.165753093583838,0.0550447368147599,1
