Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.103720206150765,0.0827254999106606
WorkFlow,nV,0.0827254999106606,0.155157949273766
WorkFlow,Correlation
WorkFlow,nVmax,1,0.652109758408708
WorkFlow,nV,0.652109758408708,1
WorkFlow,Shrinkage,0.0767860595332065,0.11862262845498
