Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.0968156887667217,0.0703251921944568
WorkFlow,nV,0.0703251921944568,0.164216592860816
WorkFlow,Correlation
WorkFlow,nVmax,1,0.557737106678947
WorkFlow,nV,0.557737106678947,1
WorkFlow,Shrinkage,0.0807965667611349,0.115144045695039
