Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3180.476000,6360.952000,6384.952000,6435.037433,12,480,60,0.118670,22303.812570
