Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,dVdWT,CEps
WorkFlow,0.000912605060041415,,,,,,,,
WorkFlow,-0.672706159088588,289453.927202803,,,,,,,
WorkFlow,-1.19199809137402,98609.9844521597,40569.5815264246,,,,,,
WorkFlow,0.0528872231365768,-2045.89587545277,-812.897691163344,168.196478768548,,,,,
WorkFlow,0.00040102178656314,-26.5064304863526,-9.25200720760714,0.815676615369576,0.0113600648285035,,,,
WorkFlow,-0.0167479891609937,1043.72403181248,407.26273289421,-93.2624786792672,-0.340438100824521,55.3156994746797,,,
WorkFlow,-0.000353512732544104,-6.32499970805071,11.8530861539544,-1.07560905236691,0.0339035029791249,1.71738206142135,0.435430120651937,,
WorkFlow,0.000827320651222621,-24.4658326273491,-13.1597203274938,-0.340190780030215,-0.00685971969772199,0.0175973896043611,-0.0694017238890215,0.148672461733492,
WorkFlow,-0.000101132753201806,-7.95126238050787,-3.01073386332378,0.179549587864465,5.08251348391468e-05,-0.128720937865862,-0.0117806182630814,-0.00361793250857937,0.00120576329437354
