Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,GAMMA,1.11934501857256,,0.122269891162627,10.9233425917731,0.87907098572704,1.35961905141808,
WorkFlow,CMultStdev,0.520168561367343,,0.0206753738483854,3.97474499305322,0.479539135693504,0.560797987041182,
WorkFlow,tvVmax,4754.51820024395,,307.811984784383,6.47409415255976,4149.63316894907,5359.40323153883,
WorkFlow,tvKm,3011.8051052905,,187.471119540451,6.22454352079891,2643.40335482082,3380.20685576018,
WorkFlow,tvV,64.6925813041498,,3.13529241567733,4.8464481590816,58.5313804909195,70.8537821173801,
WorkFlow,tvKa,1.2131308921526,,0.121046257896762,9.97800473796985,0.975261435746281,1.45100034855892,
WorkFlow,K12,0.162623422601757,,0.00506438440323005,3.11417895540918,0.152671339935506,0.172575505268008,
WorkFlow,K21,0.432092191579556,,0.0183769667534407,4.25301986741808,0.395979393315556,0.468204989843556,
WorkFlow,K13,0.0553840082259083,,0.00366301473913936,6.61384911723638,0.0481857739314575,0.0625822425203591,
WorkFlow,K31,0.0390452771498417,,0.00290562451920127,7.4416798427388,0.0333353994806555,0.0447551548190279,
WorkFlow,dVdWT,1.13055272878173,,2.04012081697589,180.453398151035,-2.87851321153966,5.13961866910312,
WorkFlow,CEps,0.500002096750293,,351.136610669053,70227.027636729,-689.522772299474,690.522776492974,
