Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,7,-3446.102760,6892.205520,6924.205520,6990.986098,16,480,60,0.105680,NA
