Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,0.000558088687992505,,,,,,
WorkFlow,1.03071920031428,683062.144765743,,,,,
WorkFlow,0.198025442454067,274550.3092423,119155.585427446,,,,
WorkFlow,-0.00557806326220766,-1154.03911316107,-661.311303011958,9.97700920198304,,,
WorkFlow,-0.000324380737067875,-46.9863825653383,-22.136157193552,0.202536360131759,0.0115919302113195,,
WorkFlow,-0.000356996035626934,-23.8915806968053,-5.35460202862811,-0.20401600528184,-0.00369195505395935,0.0465224617811407,
WorkFlow,-0.000267646418188643,0.121893160084515,0.174823787966324,0.00435697824054885,-0.000154527686688426,0.00215692634935246,0.00464261495249387
